,restaurant_name,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province,min_price
690,Ten Teppanyaki & Izakaya,4.0,5,Japanese,montreal,QC,"11655 Boulevard Gouin Ouest Montreal, QC H8Y 1Y4 Canada",45.5089796,-73.8214035,QC,45
691,Walter Bistro,4.7,11,French,montreal,QC,"1575 Rue Fleury Est Montreal, QC H2C 1S7 Canada",45.5635755,-73.6562131,QC,25
692,MR PATTY,4.4,23,Caribbean,montreal,QC,"5312 Patricia Avenue Montreal, QC H4V 1Z2 Canada",45.4602097,-73.65437279999999,QC,10
693,Well,4.5,42,Breakfast & Brunch,montreal,QC,"4567 Rue Wellington Montreal, QC H4G 1W8 Canada",45.4586604,-73.5675792,QC,25
694,Boucherie et Grillades Rayan,4.8,4,Butcher,montreal,QC,"3082 Boulevard Cartier O Laval, QC H7V 1J5 Canada",45.5417359,-73.7278814,QC,10
695,Chez Wafi,4.8,13,Lebanese,montreal,QC,"597 Boulevard Côte Vertu Saint-Laurent, QC H4L Canada",45.522665,-73.673327,QC,10
696,Restaurant Makoto,4.0,41,Japanese,montreal,QC,"7112 Boulevard Saint-Laurent Montreal, QC H2S 3E2 Canada",45.533956,-73.617153,QC,25
697,Hansang,4.6,43,Korean,montreal,QC,"5136 Avenue du Parc Montreal, QC H2V 4G5 Canada",45.5197603,-73.5967431,QC,25
698,La Bêtise,4.0,43,Tapas Bars,montreal,QC,"6015 Saint-Hubert Montreal, QC H2S 2L8 Canada",45.53467269999999,-73.5993408,QC,25
699,Kam Shing,3.7,31,Chinese,montreal,QC,"575 Boulevard Saint-Martin O Laval, QC H7M 1Y9 Canada",45.5766059,-73.7133532,QC,25
700,Tandoori Palace,3.8,34,Indian,montreal,QC,"3424 Boulevard Cartier O Laval, QC H7V 1K2 Canada",45.5390679,-73.7330499,QC,25
701,Kitchen 73,3.7,55,Breakfast & Brunch,montreal,QC,"1661 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada",45.5664586,-73.72685729999999,QC,25
702,Oui Mais Non,4.7,62,Cafes,montreal,QC,"72 Rue Jarry Est Montreal, QC H2P 1T1 Canada",45.5396749,-73.6306176,QC,10
703,Le Chalutier,4.3,14,Canadian (New),montreal,QC,"1031 Boulevard des Laurentides Laval, QC H7G 2V8 Canada",45.575267,-73.697093,QC,25
704,Birreria Itali.co,3.6,45,Gastropubs,montreal,QC,"3131 Boulevard de la Côte-Vertu Saint-Laurent, QC H4R 1Y6 Canada",45.4986307,-73.7064041,QC,25
705,Les Faims Finauds,4.5,6,French,montreal,QC,"9443 Rue Lajeunesse Montreal, QC H2M 1S5 Canada",45.5502837,-73.6505584,QC,25
706,Bar Suzanne,4.1,47,Speakeasies,montreal,QC,"20 Avenue Duluth E Montreal, QC H2W 1G6 Canada",45.5172616,-73.578972,QC,25
707,Auberge du Dragon Rouge,4.6,50,Dinner Theater,montreal,QC,"8870 Rue Lajeunesse Montreal, QC H2M 1R6 Canada",45.5472499,-73.64141880000001,QC,45
708,Madre,3.9,7,Seafood,montreal,QC,"124 Rue Fleury Ouest Montreal, QC H3L 1T4 Canada",45.5466452,-73.6657693,QC,25
709,Le Professeur,3.9,16,Lebanese,montreal,QC,"9735 Boulevard de l'Acadie Montreal, QC H4N 2W2 Canada",45.5357659,-73.664576,QC,25
710,Garage Beirut,4.3,176,Lebanese,montreal,QC,"1238 rue Mackay Montreal, QC H3G 2H4 Canada",45.4951918,-73.57623219999999,QC,25
711,Kyoto,4.5,31,Japanese,montreal,QC,"861 Boulevard Decarie Saint-Laurent, QC H4L 3L7 Canada",45.51262879999999,-73.6794604,QC,25
712,The Keg Steakhouse + Bar - Laval,4.0,71,Steakhouses,montreal,QC,"3035 Boul Le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC,45
713,Escondite,4.1,245,Bars,montreal,QC,"1206 Avenue Union Montreal, QC H3B 3A7 Canada",45.502992,-73.5678938,QC,25
714,Daou,4.0,25,Lebanese,montreal,QC,"2373 Boulevard Marcel-Laurin Saint-Laurent, QC H4R 1K4 Canada",45.5206135,-73.7040069,QC,25
715,Madisons,3.3,16,American (Traditional),montreal,QC,"1695 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada",45.5668085,-73.7278201,QC,25
716,Le Boating Club,3.9,15,Breakfast & Brunch,montreal,QC,"30 Boulevard Curé-labelle Laval, QC H7L 3B5 Canada",45.6116918,-73.7921338,QC,45
717,Saint Sushi Plateau,4.5,366,Sushi Bars,montreal,QC,"424 Avenue Duluth E Montreal, QC H2L 1A3 Canada",45.5211176,-73.5753568,QC,25
718,Le Virunga,4.7,39,African,montreal,QC,"851 Rue Rachel E Montreal, QC H2J 2H9 Canada",45.52409979999999,-73.5762283,QC,45
719,Yokato Yokabai,4.2,470,Ramen,montreal,QC,"4185 Rue Drolet Montreal, QC H2W 2L5 Canada",45.5211845,-73.5785612,QC,25
720,Maison Minh,4.6,5,Vietnamese,montreal,QC,"488 Boulevard des Laurentides Laval, QC H7G 2V1 Canada",45.569683,-73.6917905,QC,25
721,Les Cavistes,3.8,13,French,montreal,QC,"196 Rue Fleury O Montreal, QC H3L 1T5 Canada",45.54578619999999,-73.666207,QC,25
722,Shanghai 360,3.7,6,Chinese,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC,25
723,San Gennaro,4.3,45,Pizza,montreal,QC,"69 Rue Saint-Zotique Est Montreal, QC H2S 1K7 Canada",45.5328169,-73.6112888,QC,10
724,Le Petit Italien,3.6,27,Italian,montreal,QC,"1265 Rue Bernard O Outremont, QC H2V 1V8 Canada",45.5197383,-73.6092604,QC,25
725,Mucho Burrito Fresh Mexican Grill,3.7,6,Mexican,montreal,QC,"1029 Marché Central Montreal, QC H4N 1J8 Canada",45.5346029,-73.65425789999999,QC,10
726,Le Steak Frites St-Paul,3.7,10,Steakhouses,montreal,QC,"2125 Boulevard le Carrefour Boul Laval, QC H7S 2J7 Canada",45.5719704,-73.7427076,QC,45
727,Restaurant Calvi,4.5,10,Italian,montreal,QC,"2940 Ave Pierre-Péladeau Laval, QC H7T 3B3 Canada",45.56312,-73.744751,QC,45
728,Le Petit Flore,4.2,10,French,montreal,QC,"1145 Rue Fleury E Montreal, QC H2C 1P9 Canada",45.55863069999999,-73.659089,QC,25
729,The Dumpling Hut,4.5,99,Chinese,montreal,QC,"3591 Rue Clark Montreal, QC H2X 2R9 Canada",45.5132831,-73.5725783,QC,25
730,Le Pick-Up,4.6,85,Convenience Stores,montreal,QC,"7032 Rue Waverly Montreal, QC H2S 3J2 Canada",45.5318305,-73.6176596,QC,10
731,Antep Kabab,4.4,123,Turkish,montreal,QC,"1626 Boulevard de Maisonneuve O Montreal, QC H3H 2N4 Canada",45.4952139,-73.5795416,QC,10
732,Resto la Menthe Poivrée,4.5,11,French,montreal,QC,"2379 Boulevard Rosemont Montreal, QC H2G 1T9 Canada",45.54567,-73.5872569,QC,25
733,Bistro Nolah,4.3,77,Southern,montreal,QC,"3669 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9G 1X2 Canada",45.4722837,-73.83221979999999,QC,25
734,Table 51,3.3,60,Bars,montreal,QC,"3035 Boulevard Le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC,25
735,Maria Bonita,4.2,31,Mexican,montreal,QC,"5163 Boulevard Saint-Laurent Montreal, QC H2T 1R9 Canada",45.5236601,-73.5938796,QC,25
736,Le Colonel Moutarde,4.5,26,Canadian (New),montreal,QC,"4418 Rue Saint-Denis Montreal, QC H2J 2L1 Canada",45.5233065,-73.581856,QC,25
737,Burger de Ville,4.4,19,Burgers,montreal,QC,"7093 Jarry E Montreal, QC H1J 1G3 Canada",45.6015782,-73.5762965,QC,10
738,Lasagne Du Plateau,4.9,8,Italian,montreal,QC,"5007, Avenue Du Parc Montreal, QC H2V 4E9 Canada",45.519349,-73.5946623,QC,25
739,Satay Brothers,4.2,81,Singaporean,montreal,QC,"138 Avenue Atwater Montreal, QC H4C 2H6 Canada",45.4796547,-73.5770991,QC,25
740,Chez Gerard,4.1,7,Fast Food,montreal,QC,"46 Boulevard Cartier O Laval, QC H7N 2H4 Canada",45.5593894,-73.6884802,QC,25
741,Boucherie Abu Elias,4.4,40,Middle Eastern,montreal,QC,"733 Boulevard de La Cote-Vertu Saint-Laurent, QC H4L 1Y3 Canada",45.521061,-73.6742542,QC,25
742,Ottavio,3.7,31,Italian,montreal,QC,"1459 Boulevard Saint-Martin O Laval, QC H7S 1N1 Canada",45.5703094,-73.7245277,QC,25
743,K-BBQ,4.0,36,Korean,montreal,QC,"4337 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9H 2A4 Canada",45.4814885,-73.8428624,QC,25
744,Restaurant Lyla,3.9,20,Vietnamese,montreal,QC,"431 Jean-Talon Rue O Montreal, QC H3N 1P9 Canada",45.5294553,-73.6231887,QC,25
745,LA BOULANGERIE PÂTISSERIE CONCORDE ARTISAN,4.0,2,Bakeries,montreal,QC,"608 Boulevard de la Concorde Ouest Laval, QC H7N 5R1 Canada",45.5617624,-73.70807719999999,QC,25
746,Bành Mi Thinh,4.5,2,Vietnamese,montreal,QC,"8084 Rue Lajeunesse Montreal, QC H2R 2J6 Canada",45.5434718,-73.628095,QC,10
747,Escondite,4.3,55,Mexican,montreal,QC,"2119 Boulevard le Carrefour Laval, QC H7S 1Z4 Canada",45.5721677,-73.7423496,QC,25
748,20Ten City Eatery,3.9,7,Desserts,regina,SK,"2010 12th Avenue Regina, SK S4P 2B8 Canada",50.4491119,-104.6096929,SK,25
749,Caraway Grill,4.5,49,Indian,regina,SK,"1625 Broad Street Regina, SK S4P 1X3 Canada",50.4525596,-104.6059291,SK,25
750,The Fat Badger,3.9,20,Pubs,regina,SK,"1852 Scarth Street Regina, SK S4P 2G3 Canada",50.4494534,-104.6110486,SK,25
751,The Diplomat Steakhouse,3.9,34,Steakhouses,regina,SK,"2032 Broad Street Regina, SK S4P 1Y3 Canada",50.4463889,-104.6067948,SK,45
752,Skye Cafe & Bistro,4.8,8,Cafes,regina,SK,"2903 Powerhouse Drive Regina, SK S4N 0A1 Canada",50.4329533,-104.5941555,SK,25
753,Mei Wei Bistro,4.3,24,Chinese,regina,SK,"4626 Albert Street Regina, SK S4S 6B4 Canada",50.4050764,-104.619663,SK,25
754,Coney Island Cafe,4.4,17,Burgers,regina,SK,"4908 Dewdney Avenue Regina, SK S4T 1B8 Canada",50.4553904,-104.6513847,SK,10
755,Quan Ngon Delicious Vietnamese Restaurant,4.4,20,Vietnamese,regina,SK,"227 Victoria Avenue Regina, SK S4N 0P4 Canada",50.44688,-104.5846051,SK,10
756,Famoso Neapolitan Pizzeria,4.2,26,Pizza,regina,SK,"1881 Scarth Street Regina, SK S4P 4K9 Canada",50.44906,-104.6104207,SK,25
757,The Copper Kettle Restaurant,3.4,31,Canadian (New),regina,SK,"1953 Scarth Street Regina, SK S4P 2H1 Canada",50.4477643,-104.6106907,SK,25
758,Taste of Tuscany,3.2,5,Italian,regina,SK,"1851 Scarth Street Regina, SK S4P 2G9 Canada",50.4493455,-104.6106419,SK,25
759,Moxies,4.3,24,Canadian (New),regina,SK,"1800 Victoria Avenue E Regina, SK S4N 7K3 Canada",50.4480824,-104.5587951,SK,25
760,Wild Sage Kitchen & Bar,3.4,17,Canadian (New),regina,SK,"1975 Broad Street Regina, SK S4P 1Y1 Canada",50.4480833,-104.6061254,SK,25
761,Siam Authentic Thai Restaurant,3.5,22,Thai,regina,SK,"1946 Hamilton Street Regina, SK S4P 2C4 Canada",50.447905,-104.6097856,SK,25
762,Italian Star Deli,4.6,16,Delis,regina,SK,"1611 Victoria Avenue Regina, SK S4P 0P8 Canada",50.4469034,-104.6039015,SK,10
763,The Rooftop Bar & Grill,3.2,17,American (Traditional),regina,SK,"1845 Victoria Avenue Regina, SK S4P 0R2 Canada",50.4468245,-104.6072585,SK,25
764,Memories Dining & Bar,3.8,15,French,regina,SK,"1717 Victoria Avenue Regina, SK S4P 0P9 Canada",50.4468928,-104.6054355,SK,50
765,Mai Phuong Restaurant,4.2,6,Vietnamese,regina,SK,"1821 Broad Street Regina, SK S4P 1X7 Canada",50.4498962,-104.6061987,SK,10
766,Regent Family Restaurant,3.8,4,Pizza,regina,SK,"3823 Sherwood Drive Regina, SK S4R 6N1 Canada",50.4742878,-104.636387,SK,25
767,Moxies,3.6,35,Seafood,regina,SK,"2605 Gordon Rd Regina, SK S4S 6H7 Canada",50.4041894,-104.6194641,SK,45
768,The Canadian Brewhouse,2.8,18,Sports Bars,regina,SK,"4820 Gordon Road Regina, SK S4W 0B7 Canada",50.40739199999999,-104.649987,SK,25
769,Peking House,3.4,12,Chinese,regina,SK,"1850 Rose Street Regina, SK S4P 3Y9 Canada",50.4497977,-104.6082241,SK,25
770,Fireside Bistro,3.6,26,Bistros,regina,SK,"2305 Smith Street Regina, SK S4P 2P7 Canada",50.4422962,-104.6147604,SK,45
771,The French Press,4.2,11,Cafes,regina,SK,"4114 Albert Street Regina, SK S4S 3R8 Canada",50.413374,-104.619015,SK,45
772,Afghan Cuisine,4.1,13,Afghan,regina,SK,"832 Albert Street Regina, SK S4R 2P5 Canada",50.4653121,-104.6193141,SK,25
773,Tangerine,4.0,10,Sandwiches,regina,SK,"2234 14th Avenue Regina, SK S4P 0X8 Canada",50.4441135,-104.6134383,SK,10
774,Breakfast Bistro,3.4,32,Breakfast & Brunch,regina,SK,"3215 Quance Street E Regina, SK S4V 3B7 Canada",50.4448704,-104.5382305,SK,25
775,Café Français,4.6,16,Bakeries,regina,SK,"1-425 Victoria Avenue E Regina, SK S4N 0N8 Canada",50.4468662,-104.5781887,SK,25
776,I Like Sushi,3.3,7,Sushi Bars,regina,SK,"5875 Rochdale Boulevard Suite 16 Regina, SK S4X 2P9 Canada",50.4951598,-104.6657333,SK,25
777,The Lobby Kitchen and Bar,3.1,7,Bars,regina,SK,"2545 S Broad Street Regina, SK S4P 0M9 Canada",50.4386939,-104.6057627,SK,25
778,Marokena Crepe Cafe,4.8,8,Creperies,regina,SK,"5950 Rochdale Boulevard Suite 3 Regina, SK S4X 4J7 Canada",50.4963373,-104.6676062,SK,25
779,Juliana PIZZA & Launge,3.4,7,Pizza,regina,SK,"5064 4th Avenue Regina, SK S4T 0J6 Canada",50.4635225,-104.6542931,SK,25
780,Browns Socialhouse Eastgate,3.7,16,Canadian (New),regina,SK,"3610 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4516684,-104.5316383,SK,25
781,Orange Izakaya,3.6,10,Korean,regina,SK,"A-2136 Robinson Street Regina, SK S4T 2P7 Canada",50.4448195,-104.6242069,SK,25
782,Wann Izakaya Regina,2.9,15,Japanese,regina,SK,"1950 Broad Street Regina, SK S4P 1X9 Canada",50.4479453,-104.6067204,SK,25
783,Cathedral Social Hall,3.4,16,Breakfast & Brunch,regina,SK,"2062 Albert Street Regina, SK S4P 2T7 Canada",50.4458704,-104.6184939,SK,25
784,Teppanyaki Japanese Steak House,3.7,7,Japanese,regina,SK,"736 Victoria Avenue Regina, SK S4N 0R3 Canada",50.447541,-104.5920373,SK,45
785,Pronto Asian Fusion Restaurant,4.0,6,Asian Fusion,regina,SK,"1101D Kramer Boulevard Regina, SK S4S 5W4 Canada",50.4150023,-104.5961827,SK,25
786,The Canadian Brewhouse,3.5,8,Sports Bars,regina,SK,"2005 Prince of Wales Drive Regina, SK S4V 3A3 Canada",50.446987,-104.5314768,SK,25
787,Viet-Thai Restaurant,3.6,19,Thai,regina,SK,"2080 Albert Street Regina, SK S4P 2T7 Canada",50.4457019,-104.6185206,SK,25
788,ZamZam Wraps,4.7,22,Middle Eastern,regina,SK,"3618 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4516084,-104.5313867,SK,10
789,Red Lobster,2.5,15,Seafood,regina,SK,"890 Albert Street Regina, SK S4R 2P5 Canada",50.46484969999999,-104.6185743,SK,45
790,Dosa & Curry Garden,4.1,11,Indian,regina,SK,"2143 Albert Street Regina, SK S4P 2V1 Canada",50.4447071,-104.61778,SK,25
791,Boston Pizza,3.8,4,Pizza,regina,SK,"4303 Rochdale Boulevard Regina, SK S4X 4R3 Canada",50.4960476,-104.6427872,SK,25
792,13th Avenue Food and Coffee House,4.3,26,Coffee & Tea,regina,SK,"3136 13th Avenue Regina, SK S4T 1P2 Canada",50.4456648,-104.6266412,SK,25
793,S R Kitchen,4.7,3,Chinese,regina,SK,"6843 Rochdale Boulevard Regina, SK S4X 2Z2 Canada",50.49410659999999,-104.6792857,SK,25
794,Mercury Cafe,3.7,15,Diners,regina,SK,"2936 13th Ave Regina, SK S4T 1N7 Canada",50.4456877,-104.623709,SK,25
795,Abstractions Cafe,4.0,1,Middle Eastern,regina,SK,"2161 Rose Street Regina, SK S4P 2A5 Canada",50.4443665,-104.6076095,SK,25
796,Earls Kitchen + Bar,3.1,23,Canadian (New),regina,SK,"2606-28th Avenue Regina, SK S4S 6P3 Canada",50.41408029999999,-104.6187884,SK,25
797,Happy Garden Restaurant,3.5,2,Chinese,regina,SK,"436 Dewdney Ave Regina, SK S4N 0E9 Canada",50.4553995,-104.5877834,SK,25
798,Rock Creek Tap and Grill,2.4,7,Canadian (New),regina,SK,"474 Mcarthy Boulevard Regina, SK S4R 7M2 Canada",50.4838263,-104.6655041,SK,25
799,S & A Favorito Foods,5.0,1,Bakeries,regina,SK,"363 Broad Street Regina, SK S4R 1X2 Canada",50.4727665,-104.6058882,SK,10
800,Fresh & Sweet,3.3,27,Cafes,regina,SK,"Valley Girls Catering 2500 Victoria Ave Regina, SK S4P 2T5 Canada",50.44749359999999,-104.6169144,SK,25
801,Dawat India,4.2,9,Indian,regina,SK,"1908 Prince of Wales Drive Regina, SK S4Z 1A4 Canada",50.4481086,-104.5354199,SK,25
802,Saigon by Night Restaurant,3.5,16,Chinese,regina,SK,"1840 Broad Street Regina, SK S4P 1X6 Canada",50.4495231,-104.6069002,SK,25
803,MR MIKES SteakhouseCasual,3.2,13,Steakhouses,regina,SK,"4651 Gordon Road Regina, SK S4W 0B7 Canada",50.4050892,-104.64781,SK,25
804,Lakeshore Restaurant,2.6,17,Steakhouses,regina,SK,"1350 23rd Avenue Regina, SK S4S 3S5 Canada",50.4238388,-104.5999418,SK,25
805,Sweet Bakery & Coffee House,4.0,4,Sandwiches,regina,SK,"2445 Broad Street Regina, SK S4P 1Y9 Canada",50.4398272,-104.6058613,SK,25
806,Le Macaron,4.4,29,Bakeries,regina,SK,"2705 Quance Street E Regina, SK S4V 3B7 Canada",50.4438808,-104.5443812,SK,25
807,Flavours of India,3.7,10,Indian,regina,SK,"305 Victoria Avenue E Regina, SK S4N 0N6 Canada",50.44686,-104.578654,SK,25
808,Houston Pizza,3.9,15,Pizza,regina,SK,"3422 Hill Avenue Regina, SK S4S 0W9 Canada",50.4283771,-104.6310102,SK,25
809,Houston Pizza,3.9,15,Pizza,regina,SK,"919 Albert Street Regina, SK S4R 2P6 Canada",50.4636755,-104.6167876,SK,25
810,ZamZam Wraps,4.3,6,Donairs,regina,SK,"2102 - 11th Avenue Unit  TT10B Regina, SK S4P 3Y6 Canada",50.4511282,-104.6113445,SK,10
811,Mr Breakfast Restaurant,2.8,8,Breakfast & Brunch,regina,SK,"1247 Albert Street Regina, SK S4R 2R4 Canada",50.4590234,-104.6178335,SK,25
812,Cravings,3.7,6,American (Traditional),regina,SK,"1883 Victoria Ave E Regina, SK S4N 6E6 Canada",50.4450345,-104.5562531,SK,25
813,I Love Sushi,2.1,23,Sushi Bars,regina,SK,"3622 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4515056,-104.531203,SK,25
814,Boston Pizza,3.1,8,Pizza,regina,SK,"545 Albert Street N Regina, SK S4R 8E2 Canada",50.4858966,-104.6176077,SK,25
815,Fiesta Filipino Bakeries,3.0,1,Bakeries,regina,SK,"2926 13th Avenue Regina, SK S4T 1N7 Canada",50.44562,-104.6234592,SK,10
816,Four Seas Restaurant,2.8,8,Chinese,regina,SK,"1779 Rose Street Regina, SK S4P 1Z4 Canada",50.4508418,-104.6076187,SK,25
817,The Green Spot Cafe,3.9,14,Vegetarian,regina,SK,"1812 Hamilton Street Regina, SK S4P 2B8 Canada",50.4499904,-104.6096445,SK,10
818,Da India Curry House,3.4,10,Indian,regina,SK,"806 Victoria Avenue Regina, SK S4N 0R6 Canada",50.4473898,-104.5925705,SK,25
819,Tim Hortons,3.8,4,Coffee & Tea,regina,SK,"2102 11th Ave Unit 11a Regina, SK S4P 3Y6 Canada",50.4511282,-104.6113445,SK,10
820,Mallard Cottage,4.4,152,Canadian (New),st-john's,NL,"8 Barrows Road St. John's, NL A1A 1G8 Canada",47.5815956,-52.67845440000001,NL,25
821,Bernard Stanley Gastropub,4.2,64,Gastropubs,st-john's,NL,"223 Duckwoth Street Saint John's, NL A1C 6N1 Canada",47.56695610000001,-52.7047114,NL,25
822,Chinched,4.4,50,Canadian (New),st-john's,NL,"5 Bates Hill St. John's, NL A1C 4B5 Canada",47.5627271,-52.71049110000001,NL,45
823,Adelaide Oyster House,4.5,59,Tapas Bars,st-john's,NL,"334 Water Street St. John's, NL A1C 1C1 Canada",47.5612535,-52.7107028,NL,45
824,The Merchant Tavern,4.2,63,Canadian (New),st-john's,NL,"291 Water Street St. John's, NL A1B 4B8 Canada",47.5619006,-52.7094264,NL,45
825,Frugal Steins,4.3,21,Seafood,st-john's,NL,"318 Water Street St. John's, NL A1C 1B8 Canada",47.5615712,-52.7105225,NL,25
826,Piatto,4.4,59,Italian,st-john's,NL,"377 Duckworth Street St John's, NL A1C 1H7 Canada",47.562362,-52.71023229999999,NL,25
827,Saltwater Restaurant,3.7,34,Seafood,st-john's,NL,"320 Water Street St. John's, NL A1C 1C1 Canada",47.561479,-52.7106021,NL,45
828,The Celtic Hearth,2.9,50,American (Traditional),st-john's,NL,"298-300 Water Street St John's, NL A1C 1B6 Canada",47.56192859999999,-52.7099643,NL,25
829,Blue On Water,3.7,47,Breakfast & Brunch,st-john's,NL,"319 Water Street St John's, NL A1C 1B9 Canada",47.5614295,-52.710147,NL,25
830,Jasmines Restaurant,4.0,5,American (Traditional),st-john's,NL,"1 Dunns Road Mt Pearl, NL A1N 3L1 Canada",47.5226576,-52.7782936,NL,25
831,Bad Bones Ramen,3.7,26,Ramen,st-john's,NL,"178 Water St St. John's, NL A1C 1A9 Canada",47.5649269,-52.70655499999999,NL,25
832,Nourish Bakery,5.0,1,Bakeries,st-john's,NL,"1304 Topsail Road Paradise, NL A1L 1N9 Canada",47.5343513,-52.83981319999999,NL,25
833,Rocket Bakery and Fresh Food,4.2,113,Coffee & Tea,st-john's,NL,"294 Water Street St John's, NL A1C 1B8 Canada",47.5620546,-52.7099146,NL,25
834,Sushi Island,4.1,28,Japanese,st-john's,NL,"210 Water Street Saint John's, NL A1C 1A9 Canada",47.5639039,-52.70767009999999,NL,25
835,Bellissimo Bistro & Espresso Bar,4.4,5,Breakfast & Brunch,st-john's,NL,"123 Quidi Vidi Road St. John's, NL A1A 1C3 Canada",47.575201,-52.6968057,NL,45
836,The Battery Cafe,4.7,9,Cafes,st-john's,NL,"1 Duckworth Street St. John's, NL A1C 1E3 Canada",47.5715352,-52.6976393,NL,10
837,Inn of Olde,4.2,5,American (Traditional),st-john's,NL,"67 Quidi Vidi Village Road St John's, NL A1A 1E9 Canada",47.5815171,-52.6794553,NL,10
838,Afghan Restaurant,4.2,13,Afghan,st-john's,NL,"375 Duckworth Street St. John's, NL A1C 1H7 Canada",47.5624226,-52.7100988,NL,10
839,Black Sea Resturant And Bar,3.3,3,Mediterranean,st-john's,NL,"193 Water Street St. John's, NL A1C 1B6 Canada",47.5640379,-52.706833,NL,45
840,Acropolis Pizza,3.6,12,Pizza,st-john's,NL,"Glenhill Plaza 74 Old Placentia Road Mt Pearl, NL A1N 5H6 Canada",47.5105245,-52.8203273,NL,10
841,Basho Restaurant & Lounge,3.9,25,Japanese,st-john's,NL,"283 Duckworth Street St. John's, NL A1C 1G9 Canada",47.565347,-52.70658599999999,NL,45
842,Sushi Nami Royale,3.4,17,Japanese,st-john's,NL,"36 George Street Saint John's, NL A1C 1M3 Canada",47.5606104,-52.7118895,NL,25
843,Hungry Heart Cafe,4.1,8,Coffee & Tea,st-john's,NL,"142 Military Road St John's, NL A1C 2E7 Canada",47.5688355,-52.7085483,NL,25
844,Kelseys Original Roadhouse,2.5,10,American (Traditional),st-john's,NL,"302 Kenmount Rd St. John's, NL A1B 3R2 Canada",47.5513324,-52.7778542,NL,25
845,The Sprout Restaurant,4.2,34,Vegetarian,st-john's,NL,"364 Duckworth St St. John's, NL A1C 1H5 Canada",47.5629571,-52.70967,NL,25
846,Shamrock City,3.7,22,Pubs,st-john's,NL,"340 Water St St John's, NL A1C 6E8 Canada",47.5608313,-52.7109178,NL,25
847,Shamrock City,3.7,22,Pubs,st-john's,NL,"355 Main Road St. John's, NL A1S 1J9 Canada",47.4629197,-52.7710888,NL,25
848,Bagel Cafe,3.7,99,Breakfast & Brunch,st-john's,NL,"246 Duckworth Street St. John's, NL A1C 1G6 Canada",47.566814,-52.705286,NL,25
849,Gypsy Tea Room,3.3,46,Canadian (New),st-john's,NL,"315 Water Street St. John's, NL A1C 1B4 Canada",47.5615303,-52.71003349999999,NL,45
850,Magnum & Steins,4.0,12,Canadian (New),st-john's,NL,"329 Duckworth Street St. John's, NL A1C 1H3 Canada",47.5640829,-52.7079149,NL,45
851,Pi,3.7,32,Pizza,st-john's,NL,"10 King's Road St John's, NL A1C 3P1 Canada",47.5682728,-52.7039097,NL,25
852,The Keg Steakhouse + Bar,3.3,49,Bars,st-john's,NL,"127 Harbour Drive Bishops Cove Landing St. John's, NL A1C 6N6 Canada",47.56079339999999,-52.70932209999999,NL,45
853,MAGIC WOK EATERY,3.8,17,Chinese,st-john's,NL,"402 - 408 Water Street St. John's, NL A1C 1C9 Canada",47.558556,-52.7119924,NL,25
854,Boston Pizza,4.0,4,Pizza,st-john's,NL,"367 Water Street St. John's, NL A1C 1C2 Canada",47.559563,-52.7111218,NL,25
855,India Gate Restaurant,3.7,35,Indian,st-john's,NL,"286 Duckworth Street St. John's, NL A1C 1H3 Canada",47.5656179,-52.70696909999999,NL,25
856,PJ Billingtons Restaurant,2.6,11,Canadian (New),st-john's,NL,"102 Kenmount Rd St John's, NL A1B 3R2 Canada",47.55570549999999,-52.7682048,NL,25
857,Green Sleeves,3.5,24,Pubs,st-john's,NL,"12-14 George Street St. John's, NL A1C 1L9 Canada",47.5618868,-52.7108822,NL,25
858,Peaceful Loft Vegetarian Restaurant,4.3,21,Vegan,st-john's,NL,"250 Duckworth Street Saint John's, NL A1C Canada",47.5667698,-52.70547269999999,NL,25
859,The Pantry,4.3,3,Cafes,st-john's,NL,"70 Clinch Crescent Saint John's, NL A1B 4G8 Canada",47.5740842,-52.7438616,NL,25
860,Wok Box,4.0,5,Asian Fusion,st-john's,NL,"55 A-1 Kelsey Dr St John's, NL A1B 5C8 Canada",47.5529235,-52.7817078,NL,25
861,City Light Restaurant,3.6,11,Buffets,st-john's,NL,"460 Topsail Rd St John's, NL A1E 2C2 Canada",47.532948,-52.752171,NL,25
862,Kellys Pub,4.3,7,Pubs,st-john's,NL,"25 George Street St John's, NL A1C 1B8 Canada",47.5609969,-52.7111774,NL,25
863,Manna European Bakery and Deli,3.6,22,Delis,st-john's,NL,"342 Freshwater Road St. John's, NL A1B 1C2 Canada",47.5616731,-52.7468527,NL,25
864,Quintanas & Arribas,2.4,11,Tex-Mex,st-john's,NL,"57 Rowan Street St. John's, NL A1B 2X2 Canada",47.5746483,-52.7240633,NL,25
