restaurant_name,price_range,rating,total_reviews,location,province
Joey’s Seafood Restaurants,$$,4.0 ,1,winnipeg,MB
OPA! of Greece SmartCentres Kenaston,$,4.1 ,10,winnipeg,MB
Frenchway Cafe,$$,3.8 ,16,winnipeg,MB
Nuburger,$$,3.8 ,11,winnipeg,MB
King + Bannatyne,$$,3.9 ,35,winnipeg,MB
Bernstein’s,$,3.8 ,12,winnipeg,MB
Stella’s,$$,3.2 ,33,winnipeg,MB
Naru Sushi,$$,4.3 ,26,winnipeg,MB
Sabai Thai Eatery,$$,3.5 ,13,winnipeg,MB
Sukhothai,$$,4.0 ,26,winnipeg,MB
Shaba Thai cuisine,$$,4.3 ,8,winnipeg,MB
Idol Asian Cuisine,$$,1.8 ,4,winnipeg,MB
Kokeb Restaurant,$$,4.2 ,17,winnipeg,MB
Stella’s Plug In,$$,3.9 ,85,winnipeg,MB
Resto Gare Bistro,$$$,3.8 ,24,winnipeg,MB
Clay Oven,$$,3.4 ,37,winnipeg,MB
Bailey’s,$$,3.3 ,19,winnipeg,MB
2 Kelly’s Cafe,$,4.6 ,19,winnipeg,MB
The Oakwood,$$,3.6 ,30,winnipeg,MB
IHOP,$$,2.3 ,23,winnipeg,MB
Bimi Japanese Restaurant,$$,1.9 ,18,winnipeg,MB
Bangkok Thai Restaurant,$$,3.9 ,24,winnipeg,MB
Clay Oven East Indian Restaurants,$$,3.8 ,23,winnipeg,MB
VJ’s Drive-In,$,4.2 ,63,winnipeg,MB
Pizzeria Gusto,$$$,3.9 ,34,winnipeg,MB
Summer Palace,$$$,3.0 ,5,winnipeg,MB
La Belle Baguette,$,4.2 ,18,winnipeg,MB
Dwarf No Cachette Cafe & Gift,$$,4.2 ,30,winnipeg,MB
Vientiane Restaurant,$$,3.8 ,13,winnipeg,MB
Massawa,$$,4.2 ,13,winnipeg,MB
Cilantro’s Restaurant,$$,4.2 ,30,winnipeg,MB
Nuburger,$$,4.1 ,65,winnipeg,MB
Delicious Vegetarian Restaurant,$$,4.5 ,20,winnipeg,MB
Stella’s,$$,4.1 ,12,winnipeg,MB
Rae and Jerry’s Steak House,$$$,3.3 ,55,winnipeg,MB
Langside Grocery,$$,4.3 ,6,winnipeg,MB
Wako Sushi Cafe,$,4.1 ,11,winnipeg,MB
Southdale Village Family Restaurant,$$,4.0 ,6,winnipeg,MB
Pappas Greek Food & Steak,$$,4.2 ,6,winnipeg,MB
Hooters,$$,3.4 ,9,winnipeg,MB
Santa Lucia Pizza,$$,3.7 ,36,winnipeg,MB
Saucers Cafe,$$,3.9 ,16,winnipeg,MB
