restaurant_name,price_range,rating,total_reviews,category,location,province,address
Stage,$$$,4.2 ,59,Wine Bars,victoria,BC,"1307 Gladstone Avenue Victoria, BC V8R 1R9 Canada"
My Thai Cafe,$$,4.1 ,34,Thai,victoria,BC,"1020 Cook Street Victoria, BC V8V 3Z5 Canada"
"Sakura Sushi, Grocery and Japanese Restaurant",$,3.5 ,15,Japanese,victoria,BC,"1213 Quadra Street Victoria, BC V8W 2K6 Canada"
Golden City Restaurant,$$,3.7 ,99,Chinese,victoria,BC,"721 Fisgard Street Victoria, BC V8W 1R8 Canada"
Sura Korean Cuisine,$$$,3.0 ,48,Korean,victoria,BC,"1518 Robson Street Vancouver, BC V6G 1C3 Canada"
Sura Korean Cuisine,$$$,3.0 ,48,Korean,victoria,BC,"1696 Douglas Street Victoria, BC V8W 2G6 Canada"
Sen Zushi,$$,4.2 ,46,Japanese,victoria,BC,"940 Fort Street Victoria, BC V8V 3K2 Canada"
The Keg Steakhouse + Bar,$$$,4.1 ,146,Seafood,victoria,BC,"500 Fort Street Victoria, BC V8W 1E5 Canada"
Picnic Too,$$,4.5 ,11,Coffee & Tea,victoria,BC,"1019 Fort Street Victoria, BC V8V 3K5 Canada"
Kuma Noodles Japan,$,4.1 ,36,Ramen,victoria,BC,"1551 Cedar Hill Cross Road Suite 215 Victoria, BC V8P 2P2 Canada"
Milestones,$$,3.5 ,184,Canadian (New),victoria,BC,"812 Wharf St Victoria, BC V8W 1T3 Canada"
Steamship Grill & Taphouse,$$,3.2 ,150,Seafood,victoria,BC,"470 Belleville Street Victoria, BC V8V 1W9 Canada"
Interactivity Board Game Cafe,$,4.3 ,36,Tabletop Games,victoria,BC,"723 Yates Street Victoria, BC V8W 1L6 Canada"
Ramen Arashi,$$,5.0 ,3,Ramen,victoria,BC,"2950 Douglas Street Unit 222 Victoria, BC V8T 4N4 Canada"
Oak Bay Seafood,$$,3.9 ,18,Seafood Markets,victoria,BC,"2024 Oak Bay Avenue Victoria, BC V8R 1E4 Canada"
Le Petit Saigon Vietnamese Restaurant,$$,4.2 ,80,Vietnamese,victoria,BC,"1010 Langley Street Victoria, BC V8W 1V8 Canada"
Earls Kitchen + Bar,$$,3.9 ,147,Canadian (New),victoria,BC,"1199 Government Street #100 - Bay Center Victoria Victoria, BC V8W 3M9 Canada"
Varsha Indian Kitchen,$$,3.8 ,116,Gluten-Free,victoria,BC,"1600 Government Street Suite 101 Victoria, BC V8W 1Z3 Canada"
Bangkok Modern Thai Cuisine,$$,4.0 ,21,Thai,victoria,BC,"1813 Douglas Street Victoria, BC V8T 4K5 Canada"
Brickyard Pizza,$,3.1 ,36,Pizza,victoria,BC,"784 Yates Street Victoria, BC V8W 1L4 Canada"
Sushi Time Express,$,4.6 ,21,Japanese,victoria,BC,"120 - 735 Yates Street Victoria, BC V8W 1L6 Canada"
Menbow Ramen Bar,$$,3.7 ,66,Ramen,victoria,BC,"1018 Blanshard Street Victoria, BC V8W 2H5 Canada"
LURE Restaurant & Bar,$$,3.5 ,64,Seafood,victoria,BC,"100 Harbour Road Victoria, BC V9A 0G1 Canada"
Victoria Harbour House Restaurant,$$$,3.3 ,82,Steakhouses,victoria,BC,"607 Oswego St Victoria, BC V8V 4W9 Canada"
La Taqueria,$$,3.7 ,56,Mexican,victoria,BC,"766 Fort Street Victoria, BC V8W 1H2 Canada"
The Old Spaghetti Factory,$$,3.2 ,128,Italian,victoria,BC,"703 Douglas Street Victoria, BC V8W 2B4 Canada"
The Bent Mast,$$,3.4 ,45,Pubs,victoria,BC,"512 Simcoe Street Victoria, BC V8V 1L8 Canada"
The Oaks Restaurant,$$,3.5 ,26,Breakfast & Brunch,victoria,BC,"206-2250 Oak Bay Avenue Victoria, BC V8R 1G5 Canada"
Omakase Izakaya & Sushi Bar,$$,3.5 ,35,Japanese,victoria,BC,"990 Blanshard Street Victoria, BC V8W 2H3 Canada"
Island Poké,$$,4.1 ,27,Poke,victoria,BC,"1674 Douglas Street Victoria, BC V8W 2G6 Canada"
Hope Key,$$,4.2 ,50,Chinese,victoria,BC,"1313 Douglas Street Victoria, BC V8W 2E9 Canada"
The Flying Otter,$$,3.7 ,195,Seafood,victoria,BC,"950 Wharf Street Victoria, BC V8W 1C6 Canada"
Topos Ristorante Italiano,$$$,4.3 ,3,Italian,victoria,BC,"1218 Wharf St Victoria, BC V8W 1T8 Canada"
Roast,$$,4.0 ,41,Sandwiches,victoria,BC,"1701 Douglas Street Unit 6 Victoria, BC V8W 0C1 Canada"
Crooked Goose Bistro,$$,3.7 ,46,Canadian (New),victoria,BC,"4136 Wilkinson Road Victoria, BC V8Z 5A7 Canada"
Italian Food Imports,$,4.2 ,37,Delis,victoria,BC,"1114 Blanshard Street Victoria, BC V8W 2H6 Canada"
La Taquisa,$,3.6 ,71,Mexican,victoria,BC,"1017 Blanshard Street Victoria, BC V8W 2H4 Canada"
The Local,$$,3.6 ,150,Burgers,victoria,BC,"1205 Wharf Street Victoria, BC V8W 3H9 Canada"
Thai Green Elephant Restaurant,$$,4.1 ,31,Thai,victoria,BC,"809 Craigflower Road Victoria, BC V9A 2W8 Canada"
Hecklers Bar & Grill,$$,3.8 ,28,Comedy Clubs,victoria,BC,"123 Gorge Road E Victoria, BC V9A 1L1 Canada"
QV Cafe & Bakery,$,3.9 ,65,Bakeries,victoria,BC,"1701 Government Street Victoria, BC V8W 1Z4 Canada"
CRAFT Beer Market - Victoria,$$,2.8 ,13,"Beer, Wine & Spirits",victoria,BC,"450 Swift Street Victoria, BC V8W 1S3 Canada"
ReBar Modern Food,$$,4.0 ,272,Vegan,victoria,BC,"50 Bastion Square Victoria, BC V8W 1J2 Canada"
Siam Thai Restaurant,$$,3.8 ,51,Thai,victoria,BC,"512 Fort Street Victoria, BC V8W 1E6 Canada"
Fan Tan Cafe,$$,3.4 ,84,Chinese,victoria,BC,"549 Fisgard Street Victoria, BC V8W 1R5 Canada"
5th Street Bar & Woodfire Grill,$$,3.5 ,80,American (Traditional),victoria,BC,"1028 Hillside Avenue Victoria, BC V8T 2A3 Canada"
Tre Fantastico,$$,3.1 ,43,Cafes,victoria,BC,"810 Humboldt Street Victoria, BC V8T 5B1 Canada"
Chicken On the Run,$$,3.9 ,20,Chicken Wings,victoria,BC,"405 Craigflower Road Victoria, BC V9A 2V7 Canada"
10 Acres Kitchen,$$$,3.5 ,69,Bars,victoria,BC,"614 Humboldt Street Victoria, BC V8W 1A4 Canada"
Rise & Grind,$$,4.1 ,17,Coffee & Tea,victoria,BC,"1294 Broad Street Victoria, BC V8W 2A5 Canada"
The Ruby,$$,4.3 ,138,Breakfast & Brunch,victoria,BC,"642 Johnson St Victoria, BC V8W 1M6 Canada"
The Ruby,$$,4.3 ,138,Breakfast & Brunch,victoria,BC,"3110 Douglas Street Victoria, BC V8Z 3K4 Canada"
Wah Lai Yuen,$$,3.4 ,60,Chinese,victoria,BC,"560 Fisgard Street Victoria, BC V8W 1R4 Canada"
JBI Café Restaurant,$$,3.6 ,10,Cafes,victoria,BC,"270 Government Street Victoria, BC V8V 2L2 Canada"
The Sticky Wicket,$$,2.8 ,174,British,victoria,BC,"The Strathcona Hotel 919 Douglas Street Victoria, BC V8W 2C2 Canada"
La Belle Patate,$,3.9 ,68,Fast Food,victoria,BC,"1215 Davie Street Vancouver, BC V6E 1N4 Canada"
La Belle Patate,$,3.9 ,68,Fast Food,victoria,BC,"1215 Esquimalt Road Victoria, BC V9A 3P1 Canada"
Superior Pizza,$$,3.8 ,22,Pizza,victoria,BC,"455 Simcoe Street Victoria, BC V8V 4T3 Canada"
Vista 18,$$,3.5 ,96,Wine Bars,victoria,BC,"740 Burdett Avenue 18th Floor Victoria, BC V8W 1B2 Canada"
Avalon Restaurant,$$,4.1 ,33,Breakfast & Brunch,victoria,BC,"1075 Fort Street Victoria, BC V8V 3K5 Canada"
The Tartan Toque,$$,3.6 ,38,Canadian (New),victoria,BC,"1507 Pandora Avenue Victoria, BC V8R 6P9 Canada"
Vis-à-Vis,$$,4.1 ,39,Wine Bars,victoria,BC,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada"
Ebizo Japanese Restaurant,$$,3.8 ,109,Japanese,victoria,BC,"604 Broughton Street Victoria, BC V8W 1C7 Canada"
Hot and Cold Cafe,$$,4.7 ,24,Soup,victoria,BC,"313 Cook Street Victoria, BC V8V Canada"
Baan Thai Restaurant,$$,3.8 ,30,Thai,victoria,BC,"1117 Blanshard St Victoria, BC V8W 2H7 Canada"
Baan Thai Restaurant,$$,3.8 ,30,Thai,victoria,BC,"2000 Cadboro Bay Road Unit 104 Oak Bay, BC V8R 5G5 Canada"
Sizzling Tandoor,$$,4.0 ,108,Indian,victoria,BC,"637 Johnson Street Victoria, BC V8W 1M7 Canada"
Cafe Mexico,$$,3.3 ,78,Mexican,victoria,BC,"1425 Store Street Victoria, BC V8W 3C6 Canada"
