restaurant_name,price_range,rating,total_reviews,category,location,province,address
Joe Beef,$$$,4.3,743,Seafood,montreal,QC,"2491 Rue Notre-Dame Ouest Montreal, QC H3J 1N6 Canada"
Restaurant Yi Pin Xiang,$$,3.9,31,Chinese,montreal,QC,"735 boul Décarie Saint-Laurent, QC H4L 3L3 Canada"
Gyu-Kaku Japanese BBQ,$$$,4.4,195,Japanese,montreal,QC,"1255 Rue Crescent Montreal, QC H3G 2B1 Canada"
KINTON RAMEN,$$,4.4,59,Ramen,montreal,QC,"2575 Boulevard Daniel-Johnson Laval, QC H7T 1S8 Canada"
Phnom Penh,$$,4.8,17,Vietnamese,montreal,QC,"7153 Chemin de la Côte-des-Neiges Montreal, QC H3R 2M2 Canada"
KINKA IZAKAYA MONTREAL,$$,3.9,369,Japanese,montreal,QC,"1624 Rue Sainte-Catherine Ouest Montreal, QC H3H 2S7 Canada"
Maison Mignon,$,4.3,49,Taiwanese,montreal,QC,"1440 Rue de l'Eglise Saint-Laurent, QC H4L 2H3 Canada"
Les Deux Gamins,$$,4.2,593,French,montreal,QC,"170 Rue Prince Arthur E Montreal, QC H2X 1B7 Canada"
Rasputin,$$$,4.1,10,Russian,montreal,QC,"617 Boulevard Decarie Saint-Laurent, QC H4L 3L2 Canada"
La Luncheonette,$,4.4,32,Cafes,montreal,QC,"4271 Rue Saint-Jacques Montreal, QC H4C 1J7 Canada"
Au Pied de Cochon,$$$,4.2,1400,Canadian (New),montreal,QC,"536 Avenue Duluth E Montreal, QC H2L 1A9 Canada"
Fourchette Antillaise,$$,4.3,13,Cajun/Creole,montreal,QC,"5968 Rue de Salaberry Montreal, QC H4J 1J8 Canada"
Pasta da Panza,$$,4.8,47,Italian,montreal,QC,"3825 Boulevard Saint-Martin O Laval, QC H7T 1B2 Canada"
Pushap,$,4.2,160,Indian,montreal,QC,"5195 Rue Paré Montreal, QC H4P 1P4 Canada"
Marché Méli-Mélo,$,4.3,32,Haitian,montreal,QC,"640 Rue Jarry E Montreal, QC H2P 1V7 Canada"
La Banquise,$$,4,2200,Poutineries,montreal,QC,"994 Rue Rachel E Montreal, QC H2J 2J3 Canada"
Arepera,$$,4.4,326,Venezuelan,montreal,QC,"73 Rue Prince Arthur E Montreal, QC H2X 1B4 Canada"
RUBS American BBQ,$$,4,136,Barbeque,montreal,QC,"699 Boulevard Curé-Labelle Laval, QC H7L 5R7 Canada"
Satay Brothers,$$,4.1,291,Singaporean,montreal,QC,"3721 Rue Notre-Dame Ouest Montreal, QC H4C 1P8 Canada"
La Belle et la Boeuf,$$,3.8,122,Burgers,montreal,QC,"510 Promenade de Centropolis Laval, QC H7T 3C2 Canada"
Le Majestique,$$,4.4,199,Bars,montreal,QC,"4105 Boulevard Saint-Laurent Montreal, QC H2W 1Y7 Canada"
Bol Orange,$$,4.3,62,Korean,montreal,QC,"983 Boulevard Décarie Montreal, QC H4L 3M6 Canada"
Bar George,$$,4.3,222,British,montreal,QC,"1440 Rue Drummond Montreal, QC H3G 1V9 Canada"
Beroya Restaurant,$$,4.3,56,Mediterranean,montreal,QC,"3455 Boulevard Saint-Martin O Laval, QC H7T 1A2 Canada"
Beaufort,$$,4,34,Bistros,montreal,QC,"6653 Rue St-Hubert Montreal, QC H2S 2M5 Canada"
Piatti Pronti,$$,4.2,9,Italian,montreal,QC,"1794 Boulevard le Corbusier Laval, QC H7S 2K1 Canada"
Brazas Portugal,$$,3.9,25,Portuguese,montreal,QC,"169A Boulevard Sainte-Rose Laval, QC H7L 1L2 Canada"
Grigio,$$,4.1,15,Italian,montreal,QC,"993 Boulevard Saint-Martin Ouest Laval, QC H7S 1M5 Canada"
Restaurant Ermitage,$$$,4.8,19,Russian,montreal,QC,"5024, ch de la Côte-des-Neiges Montreal, QC H3V 1G6 Canada"
Sen Vang,$,4.5,51,Vietnamese,montreal,QC,"5690 Avenue Victoria Montreal, QC H3W 2P8 Canada"
Bâton Rouge Steakhouse & Bar,$$$,3.4,45,Seafood,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada"
Nouilles Zhonghua,$$,4.4,38,Noodles,montreal,QC,"908 Rue Sherbrooke O Montreal, QC H3A 1G3 Canada"
Ave Seoul,$$,3.8,42,Korean,montreal,QC,"885 Boulevard Décarie Montreal, QC H4L 3M2 Canada"
Dinette Triple Crown,$$,4.4,271,Southern,montreal,QC,"6704 Rue Clark Montreal, QC H2S 3G2 Canada"
Toyo Japanese Steak House,$$$,3.3,15,Japanese,montreal,QC,"1510 Chomedey Boulevard Laval, QC H7V 3N8 Canada"
El Rey del Taco,$$,4,188,Mexican,montreal,QC,"232 Rue Jean-Talon E Montreal, QC H2R 1S7 Canada"
Roch le Coq,$$,4.2,46,Chicken Shop,montreal,QC,"1541 Avenue Van Horne Montreal, QC H2V 1L4 Canada"
Joséphine,$$,4.4,31,Seafood,montreal,QC,"4007 Rue Saint-Denis Montreal, QC H2W 2M4 Canada"
Christinas Cuisine,$$,4.6,46,Greek,montreal,QC,"4367 Rue Notre Dame Laval, QC H7W 1T3 Canada"
Ten Teppanyaki & Izakaya,$$$,4,5,Japanese,montreal,QC,"11655 Boulevard Gouin Ouest Montreal, QC H8Y 1Y4 Canada"
Walter Bistro,$$,4.7,11,French,montreal,QC,"1575 Rue Fleury Est Montreal, QC H2C 1S7 Canada"
MR PATTY,$,4.4,23,Caribbean,montreal,QC,"5312 Patricia Avenue Montreal, QC H4V 1Z2 Canada"
Well,$$,4.5,42,Breakfast & Brunch,montreal,QC,"4567 Rue Wellington Montreal, QC H4G 1W8 Canada"
Boucherie et Grillades Rayan,$,4.8,4,Butcher,montreal,QC,"3082 Boulevard Cartier O Laval, QC H7V 1J5 Canada"
Chez Wafi,$,4.8,13,Lebanese,montreal,QC,"597 Boulevard Côte Vertu Saint-Laurent, QC H4L Canada"
Restaurant Makoto,$$,4,41,Japanese,montreal,QC,"7112 Boulevard Saint-Laurent Montreal, QC H2S 3E2 Canada"
Hansang,$$,4.6,43,Korean,montreal,QC,"5136 Avenue du Parc Montreal, QC H2V 4G5 Canada"
La Bêtise,$$,4,43,Tapas Bars,montreal,QC,"6015 Saint-Hubert Montreal, QC H2S 2L8 Canada"
Kam Shing,$$,3.7,31,Chinese,montreal,QC,"575 Boulevard Saint-Martin O Laval, QC H7M 1Y9 Canada"
Tandoori Palace,$$,3.8,34,Indian,montreal,QC,"3424 Boulevard Cartier O Laval, QC H7V 1K2 Canada"
Kitchen 73,$$,3.7,55,Breakfast & Brunch,montreal,QC,"1661 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada"
Oui Mais Non,$,4.7,62,Cafes,montreal,QC,"72 Rue Jarry Est Montreal, QC H2P 1T1 Canada"
Le Chalutier,$$,4.3,14,Canadian (New),montreal,QC,"1031 Boulevard des Laurentides Laval, QC H7G 2V8 Canada"
Birreria Itali.co,$$,3.6,45,Gastropubs,montreal,QC,"3131 Boulevard de la Côte-Vertu Saint-Laurent, QC H4R 1Y6 Canada"
Les Faims Finauds,$$,4.5,6,French,montreal,QC,"9443 Rue Lajeunesse Montreal, QC H2M 1S5 Canada"
Bar Suzanne,$$,4.1,47,Speakeasies,montreal,QC,"20 Avenue Duluth E Montreal, QC H2W 1G6 Canada"
Auberge du Dragon Rouge,$$$,4.6,50,Dinner Theater,montreal,QC,"8870 Rue Lajeunesse Montreal, QC H2M 1R6 Canada"
Madre,$$,3.9,7,Seafood,montreal,QC,"124 Rue Fleury Ouest Montreal, QC H3L 1T4 Canada"
Le Professeur,$$,3.9,16,Lebanese,montreal,QC,"9735 Boulevard de l'Acadie Montreal, QC H4N 2W2 Canada"
Garage Beirut,$$,4.3,176,Lebanese,montreal,QC,"1238 rue Mackay Montreal, QC H3G 2H4 Canada"
Kyoto,$$,4.5,31,Japanese,montreal,QC,"861 Boulevard Decarie Saint-Laurent, QC H4L 3L7 Canada"
The Keg Steakhouse + Bar - Laval,$$$,4,71,Steakhouses,montreal,QC,"3035 Boul Le Carrefour Laval, QC H7T 1C8 Canada"
Escondite,$$,4.1,245,Bars,montreal,QC,"1206 Avenue Union Montreal, QC H3B 3A7 Canada"
Daou,$$,4,25,Lebanese,montreal,QC,"2373 Boulevard Marcel-Laurin Saint-Laurent, QC H4R 1K4 Canada"
Madisons,$$,3.3,16,American (Traditional),montreal,QC,"1695 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada"
Le Boating Club,$$$,3.9,15,Breakfast & Brunch,montreal,QC,"30 Boulevard Curé-labelle Laval, QC H7L 3B5 Canada"
Saint Sushi Plateau,$$,4.5,366,Sushi Bars,montreal,QC,"424 Avenue Duluth E Montreal, QC H2L 1A3 Canada"
Le Virunga,$$$,4.7,39,African,montreal,QC,"851 Rue Rachel E Montreal, QC H2J 2H9 Canada"
Yokato Yokabai,$$,4.2,470,Ramen,montreal,QC,"4185 Rue Drolet Montreal, QC H2W 2L5 Canada"
Maison Minh,$$,4.6,5,Vietnamese,montreal,QC,"488 Boulevard des Laurentides Laval, QC H7G 2V1 Canada"
Les Cavistes,$$,3.8,13,French,montreal,QC,"196 Rue Fleury O Montreal, QC H3L 1T5 Canada"
Shanghai 360,$$,3.7,6,Chinese,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada"
San Gennaro,$,4.3,45,Pizza,montreal,QC,"69 Rue Saint-Zotique Est Montreal, QC H2S 1K7 Canada"
Le Petit Italien,$$,3.6,27,Italian,montreal,QC,"1265 Rue Bernard O Outremont, QC H2V 1V8 Canada"
Mucho Burrito Fresh Mexican Grill,$,3.7,6,Mexican,montreal,QC,"1029 Marché Central Montreal, QC H4N 1J8 Canada"
Le Steak Frites St-Paul,$$$,3.7,10,Steakhouses,montreal,QC,"2125 Boulevard le Carrefour Boul Laval, QC H7S 2J7 Canada"
Restaurant Calvi,$$$,4.5,10,Italian,montreal,QC,"2940 Ave Pierre-Péladeau Laval, QC H7T 3B3 Canada"
Le Petit Flore,$$,4.2,10,French,montreal,QC,"1145 Rue Fleury E Montreal, QC H2C 1P9 Canada"
The Dumpling Hut,$$,4.5,99,Chinese,montreal,QC,"3591 Rue Clark Montreal, QC H2X 2R9 Canada"
Le Pick-Up,$,4.6,85,Convenience Stores,montreal,QC,"7032 Rue Waverly Montreal, QC H2S 3J2 Canada"
Antep Kabab,$,4.4,123,Turkish,montreal,QC,"1626 Boulevard de Maisonneuve O Montreal, QC H3H 2N4 Canada"
Resto la Menthe Poivrée,$$,4.5,11,French,montreal,QC,"2379 Boulevard Rosemont Montreal, QC H2G 1T9 Canada"
Bistro Nolah,$$,4.3,77,Southern,montreal,QC,"3669 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9G 1X2 Canada"
Table 51,$$,3.3,60,Bars,montreal,QC,"3035 Boulevard Le Carrefour Laval, QC H7T 1C8 Canada"
Maria Bonita,$$,4.2,31,Mexican,montreal,QC,"5163 Boulevard Saint-Laurent Montreal, QC H2T 1R9 Canada"
Le Colonel Moutarde,$$,4.5,26,Canadian (New),montreal,QC,"4418 Rue Saint-Denis Montreal, QC H2J 2L1 Canada"
Burger de Ville,$,4.4,19,Burgers,montreal,QC,"7093 Jarry E Montreal, QC H1J 1G3 Canada"
Lasagne Du Plateau,$$,4.9,8,Italian,montreal,QC,"5007, Avenue Du Parc Montreal, QC H2V 4E9 Canada"
Satay Brothers,$$,4.2,81,Singaporean,montreal,QC,"138 Avenue Atwater Montreal, QC H4C 2H6 Canada"
Chez Gerard,$$,4.1,7,Fast Food,montreal,QC,"46 Boulevard Cartier O Laval, QC H7N 2H4 Canada"
Boucherie Abu Elias,$$,4.4,40,Middle Eastern,montreal,QC,"733 Boulevard de La Cote-Vertu Saint-Laurent, QC H4L 1Y3 Canada"
Ottavio,$$,3.7,31,Italian,montreal,QC,"1459 Boulevard Saint-Martin O Laval, QC H7S 1N1 Canada"
K-BBQ,$$,4,36,Korean,montreal,QC,"4337 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9H 2A4 Canada"
Restaurant Lyla,$$,3.9,20,Vietnamese,montreal,QC,"431 Jean-Talon Rue O Montreal, QC H3N 1P9 Canada"
LA BOULANGERIE PÂTISSERIE CONCORDE ARTISAN,$$,4,2,Bakeries,montreal,QC,"608 Boulevard de la Concorde Ouest Laval, QC H7N 5R1 Canada"
Bành Mi Thinh,$,4.5,2,Vietnamese,montreal,QC,"8084 Rue Lajeunesse Montreal, QC H2R 2J6 Canada"
Escondite,$$,4.3,55,Mexican,montreal,QC,"2119 Boulevard le Carrefour Laval, QC H7S 1Z4 Canada"
20Ten City Eatery,$$,3.9,7,Desserts,regina,SK,"2010 12th Avenue Regina, SK S4P 2B8 Canada"
Caraway Grill,$$,4.5,49,Indian,regina,SK,"1625 Broad Street Regina, SK S4P 1X3 Canada"
The Fat Badger,$$,3.9,20,Pubs,regina,SK,"1852 Scarth Street Regina, SK S4P 2G3 Canada"
The Diplomat Steakhouse,$$$,3.9,34,Steakhouses,regina,SK,"2032 Broad Street Regina, SK S4P 1Y3 Canada"
Skye Cafe & Bistro,$$,4.8,8,Cafes,regina,SK,"2903 Powerhouse Drive Regina, SK S4N 0A1 Canada"
Mei Wei Bistro,$$,4.3,24,Chinese,regina,SK,"4626 Albert Street Regina, SK S4S 6B4 Canada"
Coney Island Cafe,$,4.4,17,Burgers,regina,SK,"4908 Dewdney Avenue Regina, SK S4T 1B8 Canada"
Quan Ngon Delicious Vietnamese Restaurant,$,4.4,20,Vietnamese,regina,SK,"227 Victoria Avenue Regina, SK S4N 0P4 Canada"
Famoso Neapolitan Pizzeria,$$,4.2,26,Pizza,regina,SK,"1881 Scarth Street Regina, SK S4P 4K9 Canada"
The Copper Kettle Restaurant,$$,3.4,31,Canadian (New),regina,SK,"1953 Scarth Street Regina, SK S4P 2H1 Canada"
Taste of Tuscany,$$,3.2,5,Italian,regina,SK,"1851 Scarth Street Regina, SK S4P 2G9 Canada"
Moxies,$$,4.3,24,Canadian (New),regina,SK,"1800 Victoria Avenue E Regina, SK S4N 7K3 Canada"
Wild Sage Kitchen & Bar,$$,3.4,17,Canadian (New),regina,SK,"1975 Broad Street Regina, SK S4P 1Y1 Canada"
Siam Authentic Thai Restaurant,$$,3.5,22,Thai,regina,SK,"1946 Hamilton Street Regina, SK S4P 2C4 Canada"
Italian Star Deli,$,4.6,16,Delis,regina,SK,"1611 Victoria Avenue Regina, SK S4P 0P8 Canada"
The Rooftop Bar & Grill,$$,3.2,17,American (Traditional),regina,SK,"1845 Victoria Avenue Regina, SK S4P 0R2 Canada"
Memories Dining & Bar,$$$$,3.8,15,French,regina,SK,"1717 Victoria Avenue Regina, SK S4P 0P9 Canada"
Mai Phuong Restaurant,$,4.2,6,Vietnamese,regina,SK,"1821 Broad Street Regina, SK S4P 1X7 Canada"
Regent Family Restaurant,$$,3.8,4,Pizza,regina,SK,"3823 Sherwood Drive Regina, SK S4R 6N1 Canada"
Moxies,$$$,3.6,35,Seafood,regina,SK,"2605 Gordon Rd Regina, SK S4S 6H7 Canada"
The Canadian Brewhouse,$$,2.8,18,Sports Bars,regina,SK,"4820 Gordon Road Regina, SK S4W 0B7 Canada"
Peking House,$$,3.4,12,Chinese,regina,SK,"1850 Rose Street Regina, SK S4P 3Y9 Canada"
Fireside Bistro,$$$,3.6,26,Bistros,regina,SK,"2305 Smith Street Regina, SK S4P 2P7 Canada"
The French Press,$$$,4.2,11,Cafes,regina,SK,"4114 Albert Street Regina, SK S4S 3R8 Canada"
Afghan Cuisine,$$,4.1,13,Afghan,regina,SK,"832 Albert Street Regina, SK S4R 2P5 Canada"
Tangerine,$,4,10,Sandwiches,regina,SK,"2234 14th Avenue Regina, SK S4P 0X8 Canada"
Breakfast Bistro,$$,3.4,32,Breakfast & Brunch,regina,SK,"3215 Quance Street E Regina, SK S4V 3B7 Canada"
Café Français,$$,4.6,16,Bakeries,regina,SK,"1-425 Victoria Avenue E Regina, SK S4N 0N8 Canada"
I Like Sushi,$$,3.3,7,Sushi Bars,regina,SK,"5875 Rochdale Boulevard Suite 16 Regina, SK S4X 2P9 Canada"
The Lobby Kitchen and Bar,$$,3.1,7,Bars,regina,SK,"2545 S Broad Street Regina, SK S4P 0M9 Canada"
Marokena Crepe Cafe,$$,4.8,8,Creperies,regina,SK,"5950 Rochdale Boulevard Suite 3 Regina, SK S4X 4J7 Canada"
Juliana PIZZA & Launge,$$,3.4,7,Pizza,regina,SK,"5064 4th Avenue Regina, SK S4T 0J6 Canada"
Browns Socialhouse Eastgate,$$,3.7,16,Canadian (New),regina,SK,"3610 Eastgate Drive Regina, SK S4Z 1A5 Canada"
Orange Izakaya,$$,3.6,10,Korean,regina,SK,"A-2136 Robinson Street Regina, SK S4T 2P7 Canada"
Wann Izakaya Regina,$$,2.9,15,Japanese,regina,SK,"1950 Broad Street Regina, SK S4P 1X9 Canada"
Cathedral Social Hall,$$,3.4,16,Breakfast & Brunch,regina,SK,"2062 Albert Street Regina, SK S4P 2T7 Canada"
Teppanyaki Japanese Steak House,$$$,3.7,7,Japanese,regina,SK,"736 Victoria Avenue Regina, SK S4N 0R3 Canada"
Pronto Asian Fusion Restaurant,$$,4,6,Asian Fusion,regina,SK,"1101D Kramer Boulevard Regina, SK S4S 5W4 Canada"
The Canadian Brewhouse,$$,3.5,8,Sports Bars,regina,SK,"2005 Prince of Wales Drive Regina, SK S4V 3A3 Canada"
Viet-Thai Restaurant,$$,3.6,19,Thai,regina,SK,"2080 Albert Street Regina, SK S4P 2T7 Canada"
ZamZam Wraps,$,4.7,22,Middle Eastern,regina,SK,"3618 Eastgate Drive Regina, SK S4Z 1A5 Canada"
Red Lobster,$$$,2.5,15,Seafood,regina,SK,"890 Albert Street Regina, SK S4R 2P5 Canada"
Dosa & Curry Garden,$$,4.1,11,Indian,regina,SK,"2143 Albert Street Regina, SK S4P 2V1 Canada"
Boston Pizza,$$,3.8,4,Pizza,regina,SK,"4303 Rochdale Boulevard Regina, SK S4X 4R3 Canada"
13th Avenue Food and Coffee House,$$,4.3,26,Coffee & Tea,regina,SK,"3136 13th Avenue Regina, SK S4T 1P2 Canada"
S R Kitchen,$$,4.7,3,Chinese,regina,SK,"6843 Rochdale Boulevard Regina, SK S4X 2Z2 Canada"
Mercury Cafe,$$,3.7,15,Diners,regina,SK,"2936 13th Ave Regina, SK S4T 1N7 Canada"
Abstractions Cafe,$$,4,1,Middle Eastern,regina,SK,"2161 Rose Street Regina, SK S4P 2A5 Canada"
Earls Kitchen + Bar,$$,3.1,23,Canadian (New),regina,SK,"2606-28th Avenue Regina, SK S4S 6P3 Canada"
Happy Garden Restaurant,$$,3.5,2,Chinese,regina,SK,"436 Dewdney Ave Regina, SK S4N 0E9 Canada"
Rock Creek Tap and Grill,$$,2.4,7,Canadian (New),regina,SK,"474 Mcarthy Boulevard Regina, SK S4R 7M2 Canada"
S & A Favorito Foods,$,5,1,Bakeries,regina,SK,"363 Broad Street Regina, SK S4R 1X2 Canada"
Fresh & Sweet,$$,3.3,27,Cafes,regina,SK,"Valley Girls Catering 2500 Victoria Ave Regina, SK S4P 2T5 Canada"
Dawat India,$$,4.2,9,Indian,regina,SK,"1908 Prince of Wales Drive Regina, SK S4Z 1A4 Canada"
Saigon by Night Restaurant,$$,3.5,16,Chinese,regina,SK,"1840 Broad Street Regina, SK S4P 1X6 Canada"
MR MIKES SteakhouseCasual,$$,3.2,13,Steakhouses,regina,SK,"4651 Gordon Road Regina, SK S4W 0B7 Canada"
Lakeshore Restaurant,$$,2.6,17,Steakhouses,regina,SK,"1350 23rd Avenue Regina, SK S4S 3S5 Canada"
Sweet Bakery & Coffee House,$$,4,4,Sandwiches,regina,SK,"2445 Broad Street Regina, SK S4P 1Y9 Canada"
Le Macaron,$$,4.4,29,Bakeries,regina,SK,"2705 Quance Street E Regina, SK S4V 3B7 Canada"
Flavours of India,$$,3.7,10,Indian,regina,SK,"305 Victoria Avenue E Regina, SK S4N 0N6 Canada"
Houston Pizza,$$,3.9,15,Pizza,regina,SK,"3422 Hill Avenue Regina, SK S4S 0W9 Canada"
Houston Pizza,$$,3.9,15,Pizza,regina,SK,"919 Albert Street Regina, SK S4R 2P6 Canada"
ZamZam Wraps,$,4.3,6,Donairs,regina,SK,"2102 - 11th Avenue Unit  TT10B Regina, SK S4P 3Y6 Canada"
Mr Breakfast Restaurant,$$,2.8,8,Breakfast & Brunch,regina,SK,"1247 Albert Street Regina, SK S4R 2R4 Canada"
Cravings,$$,3.7,6,American (Traditional),regina,SK,"1883 Victoria Ave E Regina, SK S4N 6E6 Canada"
I Love Sushi,$$,2.1,23,Sushi Bars,regina,SK,"3622 Eastgate Drive Regina, SK S4Z 1A5 Canada"
Boston Pizza,$$,3.1,8,Pizza,regina,SK,"545 Albert Street N Regina, SK S4R 8E2 Canada"
Fiesta Filipino Bakeries,$,3,1,Bakeries,regina,SK,"2926 13th Avenue Regina, SK S4T 1N7 Canada"
Four Seas Restaurant,$$,2.8,8,Chinese,regina,SK,"1779 Rose Street Regina, SK S4P 1Z4 Canada"
The Green Spot Cafe,$,3.9,14,Vegetarian,regina,SK,"1812 Hamilton Street Regina, SK S4P 2B8 Canada"
Da India Curry House,$$,3.4,10,Indian,regina,SK,"806 Victoria Avenue Regina, SK S4N 0R6 Canada"
Tim Hortons,$,3.8,4,Coffee & Tea,regina,SK,"2102 11th Ave Unit 11a Regina, SK S4P 3Y6 Canada"
Mallard Cottage,$$,4.4,152,Canadian (New),st-john's,NL,"8 Barrows Road St. John's, NL A1A 1G8 Canada"
Bernard Stanley Gastropub,$$,4.2,64,Gastropubs,st-john's,NL,"223 Duckwoth Street Saint John's, NL A1C 6N1 Canada"
Chinched,$$$,4.4,50,Canadian (New),st-john's,NL,"5 Bates Hill St. John's, NL A1C 4B5 Canada"
Adelaide Oyster House,$$$,4.5,59,Tapas Bars,st-john's,NL,"334 Water Street St. John's, NL A1C 1C1 Canada"
The Merchant Tavern,$$$,4.2,63,Canadian (New),st-john's,NL,"291 Water Street St. John's, NL A1B 4B8 Canada"
Frugal Steins,$$,4.3,21,Seafood,st-john's,NL,"318 Water Street St. John's, NL A1C 1B8 Canada"
Piatto,$$,4.4,59,Italian,st-john's,NL,"377 Duckworth Street St John's, NL A1C 1H7 Canada"
Saltwater Restaurant,$$$,3.7,34,Seafood,st-john's,NL,"320 Water Street St. John's, NL A1C 1C1 Canada"
The Celtic Hearth,$$,2.9,50,American (Traditional),st-john's,NL,"298-300 Water Street St John's, NL A1C 1B6 Canada"
Blue On Water,$$,3.7,47,Breakfast & Brunch,st-john's,NL,"319 Water Street St John's, NL A1C 1B9 Canada"
Jasmines Restaurant,$$,4,5,American (Traditional),st-john's,NL,"1 Dunns Road Mt Pearl, NL A1N 3L1 Canada"
Bad Bones Ramen,$$,3.7,26,Ramen,st-john's,NL,"178 Water St St. John's, NL A1C 1A9 Canada"
Nourish Bakery,$$,5,1,Bakeries,st-john's,NL,"1304 Topsail Road Paradise, NL A1L 1N9 Canada"
Rocket Bakery and Fresh Food,$$,4.2,113,Coffee & Tea,st-john's,NL,"294 Water Street St John's, NL A1C 1B8 Canada"
Sushi Island,$$,4.1,28,Japanese,st-john's,NL,"210 Water Street Saint John's, NL A1C 1A9 Canada"
Bellissimo Bistro & Espresso Bar,$$$,4.4,5,Breakfast & Brunch,st-john's,NL,"123 Quidi Vidi Road St. John's, NL A1A 1C3 Canada"
The Battery Cafe,$,4.7,9,Cafes,st-john's,NL,"1 Duckworth Street St. John's, NL A1C 1E3 Canada"
Inn of Olde,$,4.2,5,American (Traditional),st-john's,NL,"67 Quidi Vidi Village Road St John's, NL A1A 1E9 Canada"
Afghan Restaurant,$,4.2,13,Afghan,st-john's,NL,"375 Duckworth Street St. John's, NL A1C 1H7 Canada"
Black Sea Resturant And Bar,$$$,3.3,3,Mediterranean,st-john's,NL,"193 Water Street St. John's, NL A1C 1B6 Canada"
Acropolis Pizza,$,3.6,12,Pizza,st-john's,NL,"Glenhill Plaza 74 Old Placentia Road Mt Pearl, NL A1N 5H6 Canada"
Basho Restaurant & Lounge,$$$,3.9,25,Japanese,st-john's,NL,"283 Duckworth Street St. John's, NL A1C 1G9 Canada"
Sushi Nami Royale,$$,3.4,17,Japanese,st-john's,NL,"36 George Street Saint John's, NL A1C 1M3 Canada"
Hungry Heart Cafe,$$,4.1,8,Coffee & Tea,st-john's,NL,"142 Military Road St John's, NL A1C 2E7 Canada"
Kelseys Original Roadhouse,$$,2.5,10,American (Traditional),st-john's,NL,"302 Kenmount Rd St. John's, NL A1B 3R2 Canada"
The Sprout Restaurant,$$,4.2,34,Vegetarian,st-john's,NL,"364 Duckworth St St. John's, NL A1C 1H5 Canada"
Shamrock City,$$,3.7,22,Pubs,st-john's,NL,"340 Water St St John's, NL A1C 6E8 Canada"
Shamrock City,$$,3.7,22,Pubs,st-john's,NL,"355 Main Road St. John's, NL A1S 1J9 Canada"
Bagel Cafe,$$,3.7,99,Breakfast & Brunch,st-john's,NL,"246 Duckworth Street St. John's, NL A1C 1G6 Canada"
Gypsy Tea Room,$$$,3.3,46,Canadian (New),st-john's,NL,"315 Water Street St. John's, NL A1C 1B4 Canada"
Magnum & Steins,$$$,4,12,Canadian (New),st-john's,NL,"329 Duckworth Street St. John's, NL A1C 1H3 Canada"
Pi,$$,3.7,32,Pizza,st-john's,NL,"10 King's Road St John's, NL A1C 3P1 Canada"
The Keg Steakhouse + Bar,$$$,3.3,49,Bars,st-john's,NL,"127 Harbour Drive Bishops Cove Landing St. John's, NL A1C 6N6 Canada"
MAGIC WOK EATERY,$$,3.8,17,Chinese,st-john's,NL,"402 - 408 Water Street St. John's, NL A1C 1C9 Canada"
Boston Pizza,$$,4,4,Pizza,st-john's,NL,"367 Water Street St. John's, NL A1C 1C2 Canada"
India Gate Restaurant,$$,3.7,35,Indian,st-john's,NL,"286 Duckworth Street St. John's, NL A1C 1H3 Canada"
PJ Billingtons Restaurant,$$,2.6,11,Canadian (New),st-john's,NL,"102 Kenmount Rd St John's, NL A1B 3R2 Canada"
Green Sleeves,$$,3.5,24,Pubs,st-john's,NL,"12-14 George Street St. John's, NL A1C 1L9 Canada"
Peaceful Loft Vegetarian Restaurant,$$,4.3,21,Vegan,st-john's,NL,"250 Duckworth Street Saint John's, NL A1C Canada"
The Pantry,$$,4.3,3,Cafes,st-john's,NL,"70 Clinch Crescent Saint John's, NL A1B 4G8 Canada"
Wok Box,$$,4,5,Asian Fusion,st-john's,NL,"55 A-1 Kelsey Dr St John's, NL A1B 5C8 Canada"
City Light Restaurant,$$,3.6,11,Buffets,st-john's,NL,"460 Topsail Rd St John's, NL A1E 2C2 Canada"
Kellys Pub,$$,4.3,7,Pubs,st-john's,NL,"25 George Street St John's, NL A1C 1B8 Canada"
Manna European Bakery and Deli,$$,3.6,22,Delis,st-john's,NL,"342 Freshwater Road St. John's, NL A1B 1C2 Canada"
Quintanas & Arribas,$$,2.4,11,Tex-Mex,st-john's,NL,"57 Rowan Street St. John's, NL A1B 2X2 Canada"
Topsail Road Pizzeria Lounge,$$,3,5,Pizza,st-john's,NL,"662 Topsail Road St. John's, NL A1E 2E2 Canada"
Big Cheese Pizza,$$,1.7,10,Pizza,st-john's,NL,"29 Commonwealth Avenue Mt Pearl, NL A1N 1W7 Canada"
Coffee Matters,$$,3.9,47,Coffee & Tea,st-john's,NL,"1 Military Road St. John's, NL A1C 2J3 Canada"
Boston Pizza,$$,3,7,Pizza,st-john's,NL,"F3-35 Kelsey Dr St. John's, NL A1B 5C8 Canada"
Kenmount Restaurant,$$,2.4,5,Chinese,st-john's,NL,"75 Kenmount Road St. John's, NL A1B 3P8 Canada"
