,Category,Province,Latitude,Rating,Sentiment_score,Sentiment
174,59,0,53.487899,5.0,0.987,1
175,53,0,53.5182357,5.0,0.8807,1
176,53,0,53.5182357,4.0,0.9568,1
177,53,0,53.5182357,5.0,0.9535,1
178,53,0,53.5182357,4.0,0.9634,1
179,53,0,53.5182357,5.0,0.9799,1
180,89,0,53.50612,5.0,0.804,1
181,89,0,53.50612,5.0,0.9818,1
182,89,0,53.50612,5.0,0.8165,1
183,89,0,53.50612,5.0,0.9544,1
184,89,0,53.50612,3.0,0.9783,1
185,53,0,53.5409852,5.0,0.2368,0
186,53,0,53.5409852,3.0,0.9451,1
187,53,0,53.5409852,5.0,0.9169,1
188,53,0,53.5409852,5.0,0.6597,1
189,53,0,53.5409852,5.0,0.9694,1
190,3,0,53.5412149,5.0,0.9935,1
191,3,0,53.5412149,5.0,0.984,1
192,3,0,53.5412149,4.0,0.8818,1
193,3,0,53.5412149,5.0,0.9839,1
194,3,0,53.5412149,5.0,-0.357,0
195,53,0,53.4113637,5.0,0.8775,1
196,53,0,53.4113637,5.0,0.9808,1
197,53,0,53.4113637,5.0,0.8696,1
198,53,0,53.4113637,1.0,0.2846,0
199,53,0,53.4113637,5.0,0.9787,1
200,53,0,53.4546414,5.0,0.836,1
201,53,0,53.4546414,5.0,0.9126,1
202,53,0,53.4546414,4.0,0.6353,1
203,53,0,53.4546414,5.0,0.9489,1
204,53,0,53.4546414,5.0,0.9485,1
205,84,0,53.566219,5.0,0.9163,1
206,84,0,53.566219,5.0,0.9278,1
207,84,0,53.566219,5.0,0.9892,1
208,84,0,53.566219,5.0,0.9808,1
209,84,0,53.566219,5.0,0.9598,1
210,68,0,53.5431942,5.0,0.9517,1
211,68,0,53.5431942,3.0,-0.7579,0
212,68,0,53.5431942,5.0,0.7939,1
213,68,0,53.5431942,5.0,0.5719,1
214,68,0,53.5431942,5.0,0.8568,1
215,17,0,53.4622388,1.0,-0.5612,0
216,17,0,53.4622388,1.0,-0.7096,0
217,17,0,53.4622388,2.0,0.8573,1
218,17,0,53.4622388,1.0,-0.8126,0
219,17,0,53.4622388,5.0,0.9525,1
220,63,0,53.5909413,5.0,0.9869,1
221,63,0,53.5909413,5.0,0.7783,1
222,63,0,53.5909413,5.0,0.0387,0
223,63,0,53.5909413,5.0,0.9862,1
224,63,0,53.5909413,5.0,0.9524,1
225,90,0,53.4873889,5.0,0.5413,1
226,90,0,53.4873889,5.0,0.975,1
227,90,0,53.4873889,5.0,0.9809,1
228,90,0,53.4873889,5.0,0.942,1
229,90,0,53.4873889,4.0,-0.2824,0
230,53,0,53.588213,5.0,0.9954,1
231,53,0,53.588213,5.0,0.9936,1
232,53,0,53.588213,1.0,-0.6899,0
233,53,0,53.588213,5.0,0.9325,1
234,53,0,53.588213,5.0,0.9948,1
235,53,0,53.4945863,5.0,0.9677,1
236,53,0,53.4945863,5.0,0.975,1
237,53,0,53.4945863,5.0,0.9733,1
238,53,0,53.4945863,5.0,0.9652,1
239,53,0,53.4945863,5.0,0.9941,1
240,53,0,53.4621451,5.0,0.9805,1
241,53,0,53.4621451,5.0,0.4927,0
242,53,0,53.4621451,4.0,0.8119,1
243,53,0,53.4621451,4.0,0.9827,1
244,53,0,53.4621451,5.0,0.9531,1
245,53,0,53.4762098,5.0,0.997,1
246,53,0,53.4762098,5.0,0.966,1
247,53,0,53.4762098,5.0,0.9419,1
248,53,0,53.4762098,4.0,0.9042,1
249,53,0,53.4762098,5.0,0.9743,1
250,53,0,53.5336839,4.0,0.8402,1
251,53,0,53.5336839,5.0,0.9992,1
252,53,0,53.5336839,5.0,0.9952,1
253,53,0,53.5336839,3.0,0.7469,1
254,53,0,53.5336839,3.0,0.7003,1
255,82,0,53.5183567,5.0,0.8334,1
256,82,0,53.5183567,5.0,0.9444,1
257,82,0,53.5183567,5.0,0.9899,1
258,82,0,53.5183567,5.0,0.8399,1
259,82,0,53.5183567,5.0,0.9811,1
260,53,0,53.4128487,1.0,0.4417,0
261,53,0,53.4128487,5.0,0.9674,1
262,53,0,53.4128487,1.0,0.0534,0
263,53,0,53.4128487,4.0,0.029,0
264,53,0,53.4128487,1.0,0.3182,0
265,53,0,53.4908126,5.0,0.9392,1
266,53,0,53.4908126,5.0,0.9442,1
267,53,0,53.4908126,5.0,0.986,1
268,53,0,53.4908126,5.0,0.9829,1
269,53,0,53.4908126,5.0,-0.5994,0
270,2,3,44.6592106,3.0,0.7089,1
271,2,3,44.6592106,5.0,0.8024,1
272,2,3,44.6592106,1.0,-0.4767,0
273,2,3,44.6592106,3.0,0.9882,1
274,2,3,44.6592106,1.0,-0.8271,0
275,14,3,44.6515262,5.0,0.9614,1
276,14,3,44.6515262,5.0,0.8689,1
277,14,3,44.6515262,5.0,0.9877,1
278,14,3,44.6515262,4.0,0.9709,1
279,14,3,44.6515262,5.0,0.9944,1
280,17,3,44.6617351,3.0,0.9241,1
281,17,3,44.6617351,5.0,0.9474,1
282,17,3,44.6617351,5.0,0.5621,1
283,17,3,44.6617351,1.0,-0.7342,0
284,17,3,44.6617351,2.0,-0.1531,0
285,41,3,44.6618505,5.0,0.9325,1
286,41,3,44.6618505,5.0,0.8885,1
287,41,3,44.6618505,4.0,0.9921,1
288,41,3,44.6618505,1.0,0.807,1
289,41,3,44.6618505,1.0,0.7248,1
290,2,3,44.6593102,2.0,-0.4023,0
291,2,3,44.6593102,1.0,-0.7878,0
292,2,3,44.6593102,1.0,0.3818,0
293,2,3,44.6593102,1.0,-0.2821,0
294,2,3,44.6593102,5.0,0.9496,1
295,14,3,44.6444531,5.0,0.9735,1
296,14,3,44.6444531,5.0,0.9254,1
297,14,3,44.6444531,5.0,0.9661,1
298,14,3,44.6444531,5.0,0.9568,1
299,14,3,44.6444531,1.0,0.9816,1
300,14,3,44.6625121,5.0,0.9136,1
301,14,3,44.6625121,3.0,0.4404,0
302,14,3,44.6625121,5.0,0.9786,1
303,14,3,44.6625121,1.0,0.0,0
304,14,3,44.6625121,5.0,0.5187,1
305,9,3,44.6477845,1.0,0.9914,1
306,9,3,44.6477845,3.0,0.25,0
307,9,3,44.6477845,3.0,0.1779,0
308,9,3,44.6477845,1.0,-0.9136,0
309,9,3,44.6477845,1.0,-0.9316,0
310,2,3,44.6842075,5.0,0.9957,1
311,2,3,44.6842075,5.0,0.9697,1
312,2,3,44.6842075,5.0,0.9964,1
313,2,3,44.6842075,5.0,0.9796,1
314,2,3,44.6842075,4.0,0.9829,1
315,76,3,44.6382214,3.0,0.6361,1
316,76,3,44.6382214,4.0,0.1069,0
317,76,3,44.6382214,5.0,0.9692,1
318,76,3,44.6382214,4.0,0.8357,1
319,76,3,44.6382214,5.0,0.9231,1
320,41,3,44.6967892,5.0,0.743,1
321,41,3,44.6967892,5.0,0.9587,1
322,41,3,44.6967892,5.0,0.7669,1
323,41,3,44.6967892,4.0,0.802,1
324,41,3,44.6967892,5.0,0.9274,1
325,14,3,44.6579803,5.0,0.9084,1
326,14,3,44.6579803,5.0,0.9017,1
327,14,3,44.6579803,5.0,0.4274,0
328,14,3,44.6579803,5.0,0.9715,1
329,14,3,44.6579803,5.0,0.9898,1
330,47,3,44.6654513,1.0,-0.042,0
331,47,3,44.6654513,5.0,0.9168,1
332,47,3,44.6654513,1.0,0.7964,1
333,47,3,44.6654513,1.0,-0.4717,0
334,47,3,44.6654513,1.0,0.9161,1
335,27,3,44.6453969,4.0,0.9362,1
336,27,3,44.6453969,5.0,0.9041,1
337,27,3,44.6453969,5.0,0.9818,1
338,27,3,44.6453969,5.0,0.9674,1
339,27,3,44.6453969,5.0,0.9884,1
340,14,3,44.6637996,5.0,0.9538,1
341,14,3,44.6637996,4.0,0.4019,0
342,14,3,44.6637996,2.0,-0.3069,0
343,14,3,44.6637996,5.0,0.8334,1
344,14,3,44.6637996,1.0,-0.6367,0
345,75,3,44.6520133,3.0,0.9769,1
346,75,3,44.6520133,5.0,0.9705,1
347,75,3,44.6520133,4.0,0.9423,1
348,75,3,44.6520133,5.0,0.9454,1
349,75,3,44.6520133,5.0,0.9816,1
350,36,3,44.6540789,2.0,0.9628,1
351,36,3,44.6540789,3.0,-0.5709,0
352,36,3,44.6540789,2.0,-0.9246,0
353,36,3,44.6540789,1.0,0.7082,1
354,36,3,44.6540789,3.0,0.2732,0
355,50,3,44.6450702,2.0,-0.1655,0
356,50,3,44.6450702,1.0,0.2006,0
357,50,3,44.6450702,5.0,0.9451,1
358,50,3,44.6450702,4.0,0.7269,1
359,50,3,44.6450702,1.0,-0.0516,0
360,2,3,44.6402665,5.0,0.952,1
361,2,3,44.6402665,5.0,0.954,1
362,2,3,44.6402665,5.0,0.9393,1
363,2,3,44.6402665,3.0,0.9432,1
364,2,3,44.6402665,5.0,0.5719,1
365,77,3,44.649309,4.0,0.9186,1
366,77,3,44.649309,5.0,0.9884,1
367,77,3,44.649309,5.0,0.9598,1
368,77,3,44.649309,5.0,0.9979,1
369,77,3,44.649309,4.0,0.2382,0
370,31,3,44.6570639,5.0,0.9538,1
371,31,3,44.6570639,5.0,0.9578,1
372,31,3,44.6570639,5.0,0.891,1
373,31,3,44.6570639,5.0,0.9734,1
374,31,3,44.6570639,5.0,0.8555,1
375,68,3,44.7237427,1.0,-0.5283,0
376,68,3,44.7237427,4.0,0.7684,1
377,68,3,44.7237427,5.0,0.8519,1
378,68,3,44.7237427,2.0,-0.6546,0
379,68,3,44.7237427,4.0,0.7269,1
380,53,3,44.7320648,4.0,0.8435,1
381,53,3,44.7320648,5.0,0.8674,1
382,53,3,44.7320648,5.0,0.6597,1
383,53,3,44.7320648,5.0,0.8459,1
384,53,3,44.7320648,1.0,-0.5943,0
385,36,3,44.650528,5.0,0.2617,0
386,36,3,44.650528,4.0,0.9791,1
387,36,3,44.650528,5.0,0.9637,1
388,36,3,44.650528,3.0,0.933,1
389,36,3,44.650528,3.0,0.8553,1
390,63,3,44.6730972,3.0,0.7178,1
391,63,3,44.6730972,5.0,0.8748,1
392,63,3,44.6730972,5.0,0.8648,1
393,63,3,44.6730972,5.0,0.9099,1
394,63,3,44.6730972,5.0,0.7964,1
395,17,3,44.6462024,5.0,0.9603,1
396,17,3,44.6462024,5.0,0.9524,1
397,17,3,44.6462024,5.0,0.9451,1
398,17,3,44.6462024,3.0,0.4033,0
399,17,3,44.6462024,3.0,0.9692,1
400,24,3,44.6452626,5.0,0.9467,1
401,24,3,44.6452626,5.0,0.9056,1
402,24,3,44.6452626,5.0,0.9517,1
403,24,3,44.6452626,5.0,0.9117,1
404,24,3,44.6452626,5.0,0.8313,1
405,30,3,44.7147759,5.0,-0.6415,0
406,30,3,44.7147759,4.0,0.9294,1
407,30,3,44.7147759,5.0,0.9892,1
408,30,3,44.7147759,4.0,0.0,0
409,30,3,44.7147759,1.0,0.4777,0
410,53,3,44.6429513,3.0,0.9062,1
411,53,3,44.6429513,3.0,0.4215,0
412,53,3,44.6429513,4.0,0.9825,1
413,53,3,44.6429513,4.0,0.872,1
414,53,3,44.6429513,5.0,0.8301,1
415,82,3,44.6978296,3.0,0.9482,1
416,82,3,44.6978296,5.0,0.8173,1
417,82,3,44.6978296,5.0,0.9705,1
418,82,3,44.6978296,3.0,0.9729,1
419,82,3,44.6978296,2.0,0.4951,0
420,25,3,44.6614885,5.0,0.9169,1
421,25,3,44.6614885,2.0,0.7003,1
422,25,3,44.6614885,4.0,0.7351,1
423,25,3,44.6614885,4.0,0.734,1
424,25,3,44.6614885,1.0,0.4404,0
425,0,3,44.6609385,5.0,0.9864,1
426,0,3,44.6609385,2.0,0.1999,0
427,0,3,44.6609385,5.0,0.9615,1
428,0,3,44.6609385,5.0,0.7365,1
429,0,3,44.6609385,5.0,0.9136,1
430,15,3,44.6374391,1.0,-0.4767,0
431,15,3,44.6374391,4.0,0.0599,0
432,15,3,44.6374391,4.0,0.9818,1
433,15,3,44.6374391,1.0,-0.2982,0
434,15,3,44.6374391,5.0,0.9786,1
435,54,3,44.6494609,1.0,0.9093,1
436,54,3,44.6494609,5.0,0.9618,1
437,54,3,44.6494609,3.0,-0.1063,0
438,54,3,44.6494609,3.0,0.964,1
439,54,3,44.6494609,1.0,0.9927,1
440,25,3,44.6669232,4.0,0.9964,1
441,25,3,44.6669232,2.0,-0.7845,0
442,25,3,44.6669232,1.0,0.5627,1
443,25,3,44.6669232,1.0,-0.875,0
444,25,3,44.6669232,1.0,-0.9098,0
445,39,3,44.6403185,5.0,0.8111,1
446,39,3,44.6403185,5.0,0.714,1
447,39,3,44.6403185,5.0,0.9746,1
448,39,3,44.6403185,5.0,0.8399,1
449,39,3,44.6403185,5.0,0.9578,1
450,2,4,43.234196,1.0,0.9294,1
451,2,4,43.234196,1.0,-0.5023,0
452,2,4,43.234196,1.0,0.25,0
453,2,4,43.234196,1.0,-0.1655,0
454,2,4,43.234196,5.0,0.3169,0
455,41,4,43.2269018,1.0,0.5486,1
456,41,4,43.2269018,4.0,0.9643,1
457,41,4,43.2269018,1.0,-0.869,0
458,41,4,43.2269018,1.0,0.8922,1
459,41,4,43.2269018,5.0,0.9571,1
460,9,4,43.2538686,1.0,-0.5499,0
461,9,4,43.2538686,5.0,0.2699,0
462,9,4,43.2538686,5.0,0.8399,1
463,9,4,43.2538686,1.0,-0.9169,0
464,9,4,43.2538686,1.0,0.4588,0
465,2,4,43.2359566,4.0,0.8519,1
466,2,4,43.2359566,5.0,0.9737,1
467,2,4,43.2359566,3.0,0.9403,1
468,2,4,43.2359566,5.0,0.4195,0
469,2,4,43.2359566,1.0,0.25,0
470,91,4,43.237006,5.0,0.985,1
471,91,4,43.237006,5.0,0.9468,1
472,91,4,43.237006,5.0,0.9336,1
473,91,4,43.237006,5.0,0.9783,1
474,91,4,43.237006,5.0,0.9917,1
475,41,4,43.2246705,3.0,0.4442,0
476,41,4,43.2246705,1.0,-0.569,0
477,41,4,43.2246705,5.0,0.9098,1
478,41,4,43.2246705,3.0,0.7003,1
479,41,4,43.2246705,1.0,-0.9136,0
480,2,4,43.2285462,1.0,-0.1227,0
481,2,4,43.2285462,1.0,-0.9127,0
482,2,4,43.2285462,1.0,-0.3612,0
483,2,4,43.2285462,5.0,0.8689,1
484,2,4,43.2285462,2.0,-0.0387,0
485,17,4,43.2708754,4.0,0.9658,1
486,17,4,43.2708754,1.0,-0.9469,0
487,17,4,43.2708754,1.0,-0.1779,0
488,17,4,43.2708754,5.0,0.9528,1
489,17,4,43.2708754,5.0,0.6249,1
490,14,4,43.2497794,4.0,0.8968,1
491,14,4,43.2497794,4.0,0.9694,1
492,14,4,43.2497794,4.0,0.923,1
493,14,4,43.2497794,3.0,-0.7133,0
494,14,4,43.2497794,5.0,0.9747,1
495,27,4,43.2547887,5.0,0.8426,1
496,27,4,43.2547887,5.0,0.9638,1
497,27,4,43.2547887,5.0,0.9342,1
498,27,4,43.2547887,5.0,0.9731,1
499,27,4,43.2547887,5.0,0.9645,1
500,17,4,43.2590261,4.0,0.9723,1
501,17,4,43.2590261,5.0,0.9831,1
502,17,4,43.2590261,5.0,0.9661,1
503,17,4,43.2590261,5.0,0.9696,1
504,17,4,43.2590261,1.0,0.724,1
505,81,4,43.2582112,5.0,0.9881,1
506,81,4,43.2582112,5.0,0.9971,1
507,81,4,43.2582112,5.0,0.91,1
508,81,4,43.2582112,5.0,0.9571,1
509,81,4,43.2582112,5.0,0.959,1
510,40,4,43.2248585,5.0,0.9133,1
511,40,4,43.2248585,5.0,0.9432,1
512,40,4,43.2248585,5.0,0.9676,1
513,40,4,43.2248585,2.0,0.9432,1
514,40,4,43.2248585,5.0,0.9769,1
515,78,4,43.2456701,3.0,0.5994,1
516,78,4,43.2456701,1.0,-0.6478,0
517,78,4,43.2456701,5.0,-0.0044,0
518,78,4,43.2456701,5.0,0.9447,1
519,78,4,43.2456701,1.0,0.7184,1
520,48,4,43.2534018,1.0,-0.128,0
521,48,4,43.2534018,3.0,-0.4996,0
522,48,4,43.2534018,1.0,-0.659,0
523,48,4,43.2534018,5.0,0.9876,1
524,48,4,43.2534018,1.0,-0.4939,0
525,13,4,43.2175938,5.0,0.9741,1
526,13,4,43.2175938,1.0,0.5423,1
527,13,4,43.2175938,4.0,0.9862,1
528,13,4,43.2175938,1.0,-0.9735,0
529,13,4,43.2175938,4.0,0.9618,1
530,14,4,43.21002,5.0,0.9484,1
531,14,4,43.21002,5.0,0.836,1
532,14,4,43.21002,4.0,0.8361,1
533,14,4,43.21002,4.0,-0.4928,0
534,14,4,43.21002,5.0,0.9798,1
535,14,4,43.2441009,4.0,0.9758,1
536,14,4,43.2441009,5.0,0.9668,1
537,14,4,43.2441009,3.0,0.6567,1
538,14,4,43.2441009,5.0,0.9225,1
539,14,4,43.2441009,4.0,0.9842,1
540,14,4,43.2232821,3.0,0.8945,1
541,14,4,43.2232821,5.0,0.9862,1
542,14,4,43.2232821,4.0,0.9058,1
543,14,4,43.2232821,3.0,0.9784,1
544,14,4,43.2232821,4.0,0.9451,1
545,14,4,43.2260482,4.0,0.9209,1
546,14,4,43.2260482,4.0,0.9881,1
547,14,4,43.2260482,5.0,0.921,1
548,14,4,43.2260482,5.0,0.87,1
549,14,4,43.2260482,5.0,0.9628,1
550,2,4,43.2288031,5.0,0.8173,1
551,2,4,43.2288031,1.0,0.7568,1
552,2,4,43.2288031,4.0,0.7184,1
553,2,4,43.2288031,5.0,0.875,1
554,2,4,43.2288031,5.0,-0.7734,0
555,68,4,43.1747074,1.0,-0.4284,0
556,68,4,43.1747074,5.0,0.9455,1
557,68,4,43.1747074,5.0,0.9423,1
558,68,4,43.1747074,5.0,0.9911,1
559,68,4,43.1747074,3.0,-0.5499,0
560,90,4,43.1989914,5.0,0.9477,1
561,90,4,43.1989914,4.0,0.9637,1
562,90,4,43.1989914,3.0,0.9509,1
563,90,4,43.1989914,5.0,0.9604,1
564,90,4,43.1989914,5.0,0.8625,1
565,2,4,43.2616777,3.0,0.9884,1
566,2,4,43.2616777,5.0,0.7081,1
567,2,4,43.2616777,5.0,0.9675,1
568,2,4,43.2616777,5.0,0.9941,1
569,2,4,43.2616777,5.0,0.9542,1
570,35,4,43.2605547,1.0,0.0,0
571,35,4,43.2605547,3.0,0.431,0
572,35,4,43.2605547,5.0,0.9368,1
573,35,4,43.2605547,5.0,0.9616,1
574,35,4,43.2605547,5.0,0.6597,1
575,53,4,43.2318501,1.0,0.8899,1
576,53,4,43.2318501,3.0,0.9443,1
577,53,4,43.2318501,3.0,0.9413,1
578,53,4,43.2318501,4.0,0.9539,1
579,53,4,43.2318501,5.0,0.9677,1
580,75,4,43.2127686,1.0,-0.9437,0
581,75,4,43.2127686,1.0,0.9591,1
582,75,4,43.2127686,1.0,-0.8145,0
583,75,4,43.2127686,5.0,0.9169,1
584,75,4,43.2127686,5.0,0.8807,1
585,68,4,43.2339729,4.0,0.9915,1
586,68,4,43.2339729,1.0,0.0,0
587,68,4,43.2339729,5.0,0.9041,1
588,68,4,43.2339729,4.0,0.891,1
589,68,4,43.2339729,5.0,0.9042,1
590,90,4,43.2280278,5.0,0.9382,1
591,90,4,43.2280278,5.0,0.9589,1
592,90,4,43.2280278,5.0,0.9849,1
593,90,4,43.2280278,4.0,0.8977,1
594,90,4,43.2280278,4.0,0.5719,1
595,87,4,43.2502265,5.0,0.9039,1
596,87,4,43.2502265,5.0,0.9763,1
597,87,4,43.2502265,5.0,0.9599,1
598,87,4,43.2502265,5.0,0.9399,1
599,87,4,43.2502265,5.0,0.9707,1
600,36,4,44.2297035,5.0,0.9542,1
601,36,4,44.2297035,5.0,0.9854,1
602,36,4,44.2297035,5.0,0.9901,1
603,36,4,44.2297035,5.0,0.9204,1
604,36,4,44.2297035,3.0,0.8402,1
605,62,4,43.2397244,4.0,0.7935,1
